topic_id,topic_title,journal_key,journal,paper_id,title,publication_date,year,doi,openalex_id,landing_page,oa_url,is_oa,source_pdf_url,pdf_path,relevance_score,cited_by_count,method_hits,task_hits,query_hit
p1_twin_gru_dispatch,Digital Twin-Driven Siamese GRU for Load-Aware Multi-Objective Power Grid Dispatch Optimization,energies,Energies,tj_p1_twin_gru_dispatch_08_a_two_stage_coordinated_dispatch_framework_for_int,A Two-Stage Coordinated Dispatch Framework for Integrated Energy Systems with Growing Wind Power Penetration Considering Price-Based Demand Response,2026-07-09,2026,https://doi.org/10.3390/en19143238,https://doi.org/10.3390/en19143238,https://doi.org/10.3390/en19143238,https://doi.org/10.3390/en19143238,false,https://mdpi-res.com/d_attachment/energies/energies-19-03238/article_deploy/energies-19-03238.pdf,papers/literature/target_journal_related/pdfs/p1_twin_gru_dispatch/p1_twin_gru_dispatch__08__a_two_stage_coordinated_dispatch_framework_for_integrated_energy_syste__4dadd14e4b.pdf,0,0,dispatch; optimization,dispatch; economic dispatch; load,power grid dispatch GRU
p1_twin_gru_dispatch,Digital Twin-Driven Siamese GRU for Load-Aware Multi-Objective Power Grid Dispatch Optimization,ieee_access,IEEE Access,tj_p1_twin_gru_dispatch_06_evaluation_of_system_performance_for_load_dispatch,Evaluation of System Performance for Load Dispatch Feasibility Under N-1 Generator Contingencies in Day-Ahead Unit Commitment,2025-01-01,2025,https://doi.org/10.1109/access.2025.3620435,https://doi.org/10.1109/access.2025.3620435,https://doi.org/10.1109/access.2025.3620435,http://xplorestaging.ieee.org/ielx8/6287639/10820123/11202183.pdf?arnumber=11202183,true,http://xplorestaging.ieee.org/ielx8/6287639/10820123/11202183.pdf?arnumber=11202183,papers/literature/target_journal_related/pdfs/p1_twin_gru_dispatch/p1_twin_gru_dispatch__06__evaluation_of_system_performance_for_load_dispatch_feasibility_under_n__a902907c80.pdf,0,2,dispatch; unit commitment,dispatch; unit commitment; load,unit commitment neural network dispatch
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,applied_sciences,Applied Sciences,tj_p2_hyperbolic_gcn_smart_dispatch_09_power_grid_load_forecasting_using_a_cnn_lstm_netwo,Power Grid Load Forecasting Using a CNN-LSTM Network Based on a Multi-Modal Attention Mechanism,2025-02-24,2025,https://doi.org/10.3390/app15052435,https://doi.org/10.3390/app15052435,https://doi.org/10.3390/app15052435,https://doi.org/10.3390/app15052435,false,https://mdpi-res.com/d_attachment/applsci/applsci-15-02435/article_deploy/applsci-15-02435.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__09__power_grid_load_forecasting_using_a_cnn_lstm_network_based__b308f09e9b.pdf,0,52,lstm; forecast,load forecasting; smart grid; forecasting,power load forecasting graph convolutional network
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,applied_sciences,Applied Sciences,tj_p2_hyperbolic_gcn_smart_dispatch_06_short_term_power_load_forecasting_using_an_improve,Short-Term Power Load Forecasting Using an Improved Model Integrating GCN and Transformer,2025-06-21,2025,https://doi.org/10.3390/app15137003,https://doi.org/10.3390/app15137003,https://doi.org/10.3390/app15137003,https://doi.org/10.3390/app15137003,false,https://mdpi-res.com/d_attachment/applsci/applsci-15-07003/article_deploy/applsci-15-07003.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__06__short_term_power_load_forecasting_using_an_improved_model__7b1dda50cf.pdf,0,3,gcn; transformer; forecast,load forecasting; power load; forecasting,power load forecasting transformer graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_07_a_power_load_forecasting_method_based_on_intellige,A Power Load Forecasting Method Based on Intelligent Data Analysis,2023-08-14,2023,https://doi.org/10.3390/electronics12163441,https://doi.org/10.3390/electronics12163441,https://doi.org/10.3390/electronics12163441,https://doi.org/10.3390/electronics12163441,false,https://mdpi-res.com/d_attachment/electronics/electronics-12-03441/article_deploy/electronics-12-03441.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__07__a_power_load_forecasting_method_based_on_intelligent_data__f0d322f4c0.pdf,0,15,lstm; forecast,load forecasting; power load; forecasting,power load forecasting hyperbolic graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_10_a_short_term_power_load_forecasting_method_based_o,A Short-Term Power Load Forecasting Method Based on SBOA–SVMD-TCN–BiLSTM,2024-08-30,2024,https://doi.org/10.3390/electronics13173441,https://doi.org/10.3390/electronics13173441,https://doi.org/10.3390/electronics13173441,https://doi.org/10.3390/electronics13173441,false,https://mdpi-res.com/d_attachment/electronics/electronics-13-03441/article_deploy/electronics-13-03441.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__10__a_short_term_power_load_forecasting_method_based_on_sboa_s__77aa7a9c07.pdf,0,12,lstm; forecast,load forecasting; power load; forecasting,power load forecasting hyperbolic graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_08_innovative_load_forecasting_models_and_intelligent,Innovative Load Forecasting Models and Intelligent Control Strategy for Enhancing Distributed Load Levelling Techniques in Resilient Smart Grids,2024-09-06,2024,https://doi.org/10.3390/electronics13173552,https://doi.org/10.3390/electronics13173552,https://doi.org/10.3390/electronics13173552,https://doi.org/10.3390/electronics13173552,false,https://mdpi-res.com/d_attachment/electronics/electronics-13-03552/article_deploy/electronics-13-03552.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__08__innovative_load_forecasting_models_and_intelligent_control__49ce152cfb.pdf,0,6,lstm; forecast,load forecasting; smart grid; forecasting,smart grid load forecasting GCN
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_01_research_on_a_short_term_power_load_forecasting_me,Research on a Short-Term Power Load Forecasting Method Based on a Three-Channel LSTM-CNN,2025-05-31,2025,https://doi.org/10.3390/electronics14112262,https://doi.org/10.3390/electronics14112262,https://doi.org/10.3390/electronics14112262,https://doi.org/10.3390/electronics14112262,false,https://mdpi-res.com/d_attachment/electronics/electronics-14-02262/article_deploy/electronics-14-02262.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__01__research_on_a_short_term_power_load_forecasting_method_bas__4bf42c2879.pdf,0,9,lstm; forecast,load forecasting; smart grid; dispatch; power load; forecasting,smart grid load forecasting GCN
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_02_bayesian_optimized_gcn_bilstm_adaboost_model_for_p,Bayesian-Optimized GCN-BiLSTM-Adaboost Model for Power-Load Forecasting,2025-08-21,2025,https://doi.org/10.3390/electronics14163332,https://doi.org/10.3390/electronics14163332,https://doi.org/10.3390/electronics14163332,https://doi.org/10.3390/electronics14163332,false,https://mdpi-res.com/d_attachment/electronics/electronics-14-03332/article_deploy/electronics-14-03332.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__02__bayesian_optimized_gcn_bilstm_adaboost_model_for_power_loa__9b2dc47b52.pdf,0,4,graph convolution; gcn; lstm; forecast,load forecasting; dispatch; forecasting,power load forecasting hyperbolic graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,electronics,Electronics,tj_p2_hyperbolic_gcn_smart_dispatch_12_a_review_of_energy_storage_economics_load_forecast,"A Review of Energy Storage Economics, Load Forecasting, and Hybrid Control Strategies for AC Microgrids in Modern Power Systems",2026-06-09,2026,https://doi.org/10.3390/electronics15122549,https://doi.org/10.3390/electronics15122549,https://doi.org/10.3390/electronics15122549,https://doi.org/10.3390/electronics15122549,false,https://mdpi-res.com/d_attachment/electronics/electronics-15-02549/article_deploy/electronics-15-02549.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__12__a_review_of_energy_storage_economics_load_forecasting_and__53115a260d.pdf,0,0,forecast,load forecasting; dispatch; forecasting,power load forecasting hyperbolic graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,energies,Energies,tj_p2_hyperbolic_gcn_smart_dispatch_04_optimizing_smart_grid_load_forecasting_via_a_hybri,"Optimizing Smart Grid Load Forecasting via a Hybrid Long Short-Term Memory-XGBoost Framework: Enhancing Accuracy, Robustness, and Energy Management",2025-05-29,2025,https://doi.org/10.3390/en18112842,https://doi.org/10.3390/en18112842,https://doi.org/10.3390/en18112842,https://doi.org/10.3390/en18112842,false,https://mdpi-res.com/d_attachment/energies/energies-18-02842/article_deploy/energies-18-02842.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__04__optimizing_smart_grid_load_forecasting_via_a_hybrid_long_s__ea8aad4b79.pdf,0,17,lstm; forecast,load forecasting; smart grid; forecasting,smart grid load forecasting GCN
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,energies,Energies,tj_p2_hyperbolic_gcn_smart_dispatch_05_short_term_multi_energy_load_forecasting_method_ba,Short-Term Multi-Energy Load Forecasting Method Based on Transformer Spatio-Temporal Graph Neural Network,2025-08-22,2025,https://doi.org/10.3390/en18174466,https://doi.org/10.3390/en18174466,https://doi.org/10.3390/en18174466,https://doi.org/10.3390/en18174466,false,https://mdpi-res.com/d_attachment/energies/energies-18-04466/article_deploy/energies-18-04466.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__05__short_term_multi_energy_load_forecasting_method_based_on_t__03d8f76649.pdf,0,9,graph convolution; graph neural; transformer; forecast,load forecasting; forecasting,spatio-temporal graph neural network load forecasting
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,energies,Energies,tj_p2_hyperbolic_gcn_smart_dispatch_03_research_on_bilstm_transformer_power_load_forecast,Research on BiLSTM–Transformer Power Load Forecasting Method Based on Dynamic Adaptive Fusion,2026-03-15,2026,https://doi.org/10.3390/en19061473,https://doi.org/10.3390/en19061473,https://doi.org/10.3390/en19061473,https://doi.org/10.3390/en19061473,false,https://mdpi-res.com/d_attachment/energies/energies-19-01473/article_deploy/energies-19-01473.pdf,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__03__research_on_bilstm_transformer_power_load_forecasting_meth__4763935b50.pdf,0,3,transformer; lstm; forecast,load forecasting; smart grid; power load; forecasting,power load forecasting hyperbolic graph
p2_hyperbolic_gcn_smart_dispatch,Graph Convolutional Network Based on Hyperbolic Space for Power Load Forecasting in Smart Dispatch Systems,ieee_access,IEEE Access,tj_p2_hyperbolic_gcn_smart_dispatch_11_loadseer_exploiting_tensor_graph_convolutional_net,LoadSeer: Exploiting Tensor Graph Convolutional Network for Power Load Forecasting With Spatio-Temporal Characteristics,2024-01-01,2024,https://doi.org/10.1109/access.2024.3514174,https://doi.org/10.1109/access.2024.3514174,https://doi.org/10.1109/access.2024.3514174,http://xplorestaging.ieee.org/ielx8/6287639/10380310/10786973.pdf?arnumber=10786973,true,http://xplorestaging.ieee.org/ielx8/6287639/10380310/10786973.pdf?arnumber=10786973,papers/literature/target_journal_related/pdfs/p2_hyperbolic_gcn_smart_dispatch/p2_hyperbolic_gcn_smart_dispatch__11__loadseer_exploiting_tensor_graph_convolutional_network_for__3cba22d20b.pdf,0,2,graph convolution; forecast,load forecasting; power load; forecasting,power load forecasting graph convolutional network
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,electronics,Electronics,tj_p3_self_adaptive_mode_distribution_planning_08_multi_level_network_topology_and_time_series_multi,Multi-Level Network Topology and Time Series Multi-Scenario Optimization Planning Method for Hybrid AC/DC Distribution Systems in Data Centers,2025-01-10,2025,https://doi.org/10.3390/electronics14020264,https://doi.org/10.3390/electronics14020264,https://doi.org/10.3390/electronics14020264,https://doi.org/10.3390/electronics14020264,false,https://mdpi-res.com/d_attachment/electronics/electronics-14-00264/article_deploy/electronics-14-00264.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__08__multi_level_network_topology_and_time_series_mu__1468c373df.pdf,0,5,planning; optimization,distributed generation; planning,distribution network planning multi-objective differential evolution
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_02_active_distribution_network_expansion_planning_bas,Active Distribution Network Expansion Planning Based on Wasserstein Distance and Dual Relaxation,2024-06-18,2024,https://doi.org/10.3390/en17123005,https://doi.org/10.3390/en17123005,https://doi.org/10.3390/en17123005,https://doi.org/10.3390/en17123005,false,https://mdpi-res.com/d_attachment/energies/energies-17-03005/article_deploy/energies-17-03005.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__02__active_distribution_network_expansion_planning__395ce02577.pdf,0,4,planning; optimization,expansion planning; distributed generation; planning,power distribution network planning evolutionary algorithm
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_09_optimization_principles_applied_in_planning_and_op,Optimization Principles Applied in Planning and Operation of Active Distribution Networks,2024-10-31,2024,https://doi.org/10.3390/en17215432,https://doi.org/10.3390/en17215432,https://doi.org/10.3390/en17215432,https://doi.org/10.3390/en17215432,false,https://mdpi-res.com/d_attachment/energies/energies-17-05432/article_deploy/energies-17-05432.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__09__optimization_principles_applied_in_planning_and__fee3b51143.pdf,0,1,planning; optimization,distributed generation; planning,distribution network expansion planning optimization
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_07_transmission_and_generation_expansion_planning_con,"Transmission and Generation Expansion Planning Considering Virtual Power Lines/Plants, Distributed Energy Injection and Demand Response Flexibility from TSO-DSO Interface",2025-03-23,2025,https://doi.org/10.3390/en18071602,https://doi.org/10.3390/en18071602,https://doi.org/10.3390/en18071602,https://doi.org/10.3390/en18071602,false,https://mdpi-res.com/d_attachment/energies/energies-18-01602/article_deploy/energies-18-01602.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__07__transmission_and_generation_expansion_planning__89f570db56.pdf,0,3,planning; optimization,expansion planning; planning,distributed generation planning differential evolution
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_12_economic_dispatch_in_electrical_systems_with_hybri,Economic Dispatch in Electrical Systems with Hybrid Generation Using the Differential Evolution Algorithm: A Comparative Analysis with Other Optimization Techniques Under Energy Limitation Scenarios,2025-06-29,2025,https://doi.org/10.3390/en18133414,https://doi.org/10.3390/en18133414,https://doi.org/10.3390/en18133414,https://doi.org/10.3390/en18133414,false,https://mdpi-res.com/d_attachment/energies/energies-18-03414/article_deploy/energies-18-03414.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__12__economic_dispatch_in_electrical_systems_with_hy__5ceb7551a4.pdf,0,6,differential evolution; planning; optimization,planning,distributed generation planning differential evolution
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_01_multi_objective_collaborative_optimization_of_dist,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,2025-10-02,2025,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,false,https://mdpi-res.com/d_attachment/energies/energies-18-05232/article_deploy/energies-18-05232.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__01__multi_objective_collaborative_optimization_of_d__14c0d4d209.pdf,0,6,multi-objective; nsga; planning; optimization,distribution network planning; distributed generation; planning,distribution network planning multi-objective differential evolution
p3_self_adaptive_mode_distribution_planning,Power Distribution Network Planning Strategy Optimization Based on a Self-Adaptive Multi-Objective Differential Evolution Algorithm,energies,Energies,tj_p3_self_adaptive_mode_distribution_planning_03_review_of_active_distribution_network_planning_ele,Review of Active Distribution Network Planning: Elements in Optimization Models and Generative AI Applications,2025-12-25,2025,https://doi.org/10.3390/en19010116,https://doi.org/10.3390/en19010116,https://doi.org/10.3390/en19010116,https://doi.org/10.3390/en19010116,false,https://mdpi-res.com/d_attachment/energies/energies-19-00116/article_deploy/energies-19-00116.pdf,papers/literature/target_journal_related/pdfs/p3_self_adaptive_mode_distribution_planning/p3_self_adaptive_mode_distribution_planning__03__review_of_active_distribution_network_planning__67f7817002.pdf,0,4,planning; optimization,distribution network planning; planning,distribution network expansion planning optimization
