paper_id,experiment_id,method,method_role,repeat,constraint_violation_rate,hypervolume,igd,investment_cost_index,quality_index,runtime_s,scenario_status
mintou_p3,base_distribution_planning,no_storage_candidates,ablation,5,0.102830,0.610324,0.326542,0.799556,0.762785,1.074002,synthetic_smoke_v0
mintou_p3,base_distribution_planning,no_der_candidates,ablation,1,0.096507,0.591778,0.341646,0.818502,0.745408,1.307083,synthetic_smoke_v0
mintou_p3,base_distribution_planning,no_der_candidates,ablation,2,0.104863,0.591594,0.330951,0.813600,0.738947,1.292073,synthetic_smoke_v0
mintou_p3,base_distribution_planning,no_der_candidates,ablation,3,0.101477,0.605742,0.323469,0.792078,0.765127,1.361265,synthetic_smoke_v0
mintou_p3,base_distribution_planning,no_der_candidates,ablation,4,0.098313,0.603706,0.325479,0.810688,0.754569,1.328736,synthetic_smoke_v0
mintou_p3,base_distribution_planning,no_der_candidates,ablation,5,0.101334,0.594993,0.338667,0.809352,0.747064,1.426084,synthetic_smoke_v0
mintou_p3,base_distribution_planning,low_scenario_count,ablation,1,0.107831,0.582296,0.343365,0.810910,0.734489,1.222381,synthetic_smoke_v0
mintou_p3,base_distribution_planning,low_scenario_count,ablation,2,0.095965,0.589498,0.342959,0.804586,0.749240,1.223377,synthetic_smoke_v0
mintou_p3,base_distribution_planning,low_scenario_count,ablation,3,0.096937,0.598315,0.328893,0.800620,0.749599,1.068468,synthetic_smoke_v0
mintou_p3,base_distribution_planning,low_scenario_count,ablation,4,0.102181,0.590887,0.331004,0.814834,0.738949,1.415676,synthetic_smoke_v0
mintou_p3,base_distribution_planning,low_scenario_count,ablation,5,0.100246,0.592847,0.339487,0.809372,0.741249,1.403896,synthetic_smoke_v0
mintou_p3,der_siting_sizing,CARS-MODE,proposed,1,0.077238,0.707424,0.285925,0.768004,0.884595,1.056013,synthetic_smoke_v0
mintou_p3,der_siting_sizing,CARS-MODE,proposed,2,0.080775,0.701500,0.283478,0.752698,0.884457,1.357259,synthetic_smoke_v0
mintou_p3,der_siting_sizing,CARS-MODE,proposed,3,0.080104,0.721869,0.286719,0.746923,0.903146,1.401302,synthetic_smoke_v0
mintou_p3,der_siting_sizing,CARS-MODE,proposed,4,0.080251,0.716068,0.278899,0.763653,0.905500,1.043973,synthetic_smoke_v0
mintou_p3,der_siting_sizing,CARS-MODE,proposed,5,0.082626,0.709140,0.277264,0.767573,0.882363,1.253547,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Standard DE,baseline,1,0.105214,0.579998,0.344622,0.803934,0.720434,1.233849,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Standard DE,baseline,2,0.107352,0.548563,0.360165,0.824342,0.696378,1.206031,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Standard DE,baseline,3,0.108084,0.587294,0.346657,0.808891,0.722301,1.049850,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Standard DE,baseline,4,0.104803,0.573261,0.342742,0.809416,0.708743,1.134912,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Standard DE,baseline,5,0.104829,0.582423,0.338552,0.821986,0.727261,1.210511,synthetic_smoke_v0
mintou_p3,der_siting_sizing,NSGA-II,baseline,1,0.088604,0.641803,0.311003,0.793956,0.813979,1.519988,synthetic_smoke_v0
mintou_p3,der_siting_sizing,NSGA-II,baseline,2,0.089869,0.642127,0.305689,0.797961,0.804018,1.555805,synthetic_smoke_v0
mintou_p3,der_siting_sizing,NSGA-II,baseline,3,0.092532,0.649291,0.314706,0.777411,0.800022,1.270893,synthetic_smoke_v0
mintou_p3,der_siting_sizing,NSGA-II,baseline,4,0.091821,0.654405,0.305308,0.783979,0.805907,1.562794,synthetic_smoke_v0
mintou_p3,der_siting_sizing,NSGA-II,baseline,5,0.097426,0.646818,0.321335,0.787824,0.796324,1.553848,synthetic_smoke_v0
mintou_p3,der_siting_sizing,MOEA/D,baseline,1,0.098252,0.620888,0.326514,0.806587,0.775167,1.433378,synthetic_smoke_v0
mintou_p3,der_siting_sizing,MOEA/D,baseline,2,0.095901,0.605863,0.337271,0.805484,0.750517,1.287725,synthetic_smoke_v0
mintou_p3,der_siting_sizing,MOEA/D,baseline,3,0.092742,0.626549,0.329748,0.802078,0.775615,1.290678,synthetic_smoke_v0
mintou_p3,der_siting_sizing,MOEA/D,baseline,4,0.101265,0.602939,0.320556,0.795214,0.765108,1.317818,synthetic_smoke_v0
mintou_p3,der_siting_sizing,MOEA/D,baseline,5,0.099093,0.613483,0.338108,0.794358,0.767368,1.273431,synthetic_smoke_v0
mintou_p3,der_siting_sizing,PSO,baseline,1,0.104760,0.554828,0.355937,0.824780,0.698832,0.866226,synthetic_smoke_v0
mintou_p3,der_siting_sizing,PSO,baseline,2,0.105249,0.574540,0.354433,0.808755,0.706177,0.976772,synthetic_smoke_v0
mintou_p3,der_siting_sizing,PSO,baseline,3,0.110530,0.558278,0.348033,0.820715,0.694401,1.084526,synthetic_smoke_v0
mintou_p3,der_siting_sizing,PSO,baseline,4,0.113337,0.557813,0.355049,0.833703,0.690473,0.987104,synthetic_smoke_v0
mintou_p3,der_siting_sizing,PSO,baseline,5,0.106063,0.579560,0.352920,0.815138,0.721079,1.134839,synthetic_smoke_v0
mintou_p3,der_siting_sizing,GA,baseline,1,0.112183,0.541768,0.354117,0.826888,0.681040,1.054382,synthetic_smoke_v0
mintou_p3,der_siting_sizing,GA,baseline,2,0.104298,0.556230,0.355449,0.817478,0.694523,1.197295,synthetic_smoke_v0
mintou_p3,der_siting_sizing,GA,baseline,3,0.108112,0.546473,0.370005,0.821824,0.679490,1.114534,synthetic_smoke_v0
mintou_p3,der_siting_sizing,GA,baseline,4,0.107350,0.559235,0.364236,0.820917,0.698722,0.968058,synthetic_smoke_v0
mintou_p3,der_siting_sizing,GA,baseline,5,0.112080,0.546887,0.351609,0.816801,0.682871,1.159398,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Weighted Sum,baseline,1,0.114629,0.512283,0.374701,0.830292,0.649980,0.487216,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Weighted Sum,baseline,2,0.112650,0.517010,0.368426,0.840689,0.639078,0.501738,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Weighted Sum,baseline,3,0.123046,0.518772,0.375177,0.832510,0.642158,0.520578,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Weighted Sum,baseline,4,0.111146,0.528131,0.370804,0.836886,0.652131,0.560703,synthetic_smoke_v0
mintou_p3,der_siting_sizing,Weighted Sum,baseline,5,0.121463,0.501312,0.380297,0.840690,0.638487,0.495013,synthetic_smoke_v0
mintou_p3,der_siting_sizing,fixed_parameters,ablation,1,0.076618,0.686803,0.291494,0.766885,0.869787,1.023873,synthetic_smoke_v0
mintou_p3,der_siting_sizing,fixed_parameters,ablation,2,0.085635,0.684082,0.302738,0.778699,0.854202,1.059798,synthetic_smoke_v0
mintou_p3,der_siting_sizing,fixed_parameters,ablation,3,0.087732,0.693255,0.288580,0.769859,0.861013,0.952489,synthetic_smoke_v0
mintou_p3,der_siting_sizing,fixed_parameters,ablation,4,0.075848,0.699609,0.282590,0.767140,0.864376,1.072277,synthetic_smoke_v0
mintou_p3,der_siting_sizing,fixed_parameters,ablation,5,0.086669,0.693401,0.291311,0.760930,0.857849,1.007620,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_strategy_adaptation,ablation,1,0.092314,0.655360,0.301815,0.776177,0.822851,1.222480,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_strategy_adaptation,ablation,2,0.079253,0.685189,0.297406,0.766799,0.846095,1.249509,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_strategy_adaptation,ablation,3,0.084444,0.669823,0.295264,0.783005,0.834609,1.035155,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_strategy_adaptation,ablation,4,0.082638,0.680187,0.296957,0.768426,0.846766,1.284393,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_strategy_adaptation,ablation,5,0.088078,0.668861,0.304933,0.788030,0.826265,1.057466,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_constraint_repair,ablation,1,0.090172,0.667574,0.307938,0.787876,0.828900,0.954281,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_constraint_repair,ablation,2,0.085014,0.665928,0.311423,0.779541,0.832547,1.221445,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_constraint_repair,ablation,3,0.087915,0.639637,0.319461,0.789396,0.797755,1.303544,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_constraint_repair,ablation,4,0.091181,0.671823,0.305040,0.772532,0.832491,1.072906,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_constraint_repair,ablation,5,0.091829,0.653507,0.315576,0.796266,0.804747,1.121662,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_diversity_preservation,ablation,1,0.094841,0.639827,0.328856,0.782405,0.788130,1.188327,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_diversity_preservation,ablation,2,0.096383,0.627907,0.308529,0.793501,0.794160,1.234336,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_diversity_preservation,ablation,3,0.096609,0.631793,0.316208,0.783562,0.797845,1.081386,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_diversity_preservation,ablation,4,0.093400,0.638005,0.317202,0.798124,0.803083,1.044746,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_diversity_preservation,ablation,5,0.089904,0.631123,0.317694,0.798268,0.798328,1.029634,synthetic_smoke_v0
mintou_p3,der_siting_sizing,weighted_sum_only,ablation,1,0.090850,0.633213,0.327692,0.803519,0.780719,1.226893,synthetic_smoke_v0
mintou_p3,der_siting_sizing,weighted_sum_only,ablation,2,0.093064,0.623243,0.319452,0.796426,0.782069,1.239386,synthetic_smoke_v0
mintou_p3,der_siting_sizing,weighted_sum_only,ablation,3,0.094526,0.609773,0.328299,0.787271,0.774704,1.312967,synthetic_smoke_v0
mintou_p3,der_siting_sizing,weighted_sum_only,ablation,4,0.092883,0.615801,0.335694,0.790595,0.762230,1.386346,synthetic_smoke_v0
mintou_p3,der_siting_sizing,weighted_sum_only,ablation,5,0.098917,0.627982,0.313529,0.789223,0.791872,1.200111,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_storage_candidates,ablation,1,0.095433,0.597997,0.336399,0.799591,0.748952,1.118731,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_storage_candidates,ablation,2,0.094032,0.610455,0.333697,0.809422,0.756322,1.036175,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_storage_candidates,ablation,3,0.103290,0.607125,0.333729,0.796247,0.747525,1.147664,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_storage_candidates,ablation,4,0.095019,0.598754,0.337562,0.798892,0.753791,1.366199,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_storage_candidates,ablation,5,0.097087,0.601121,0.347247,0.818095,0.743172,1.343782,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_der_candidates,ablation,1,0.103691,0.582458,0.343815,0.803325,0.727871,1.387500,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_der_candidates,ablation,2,0.100501,0.608272,0.328685,0.800948,0.758013,1.202953,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_der_candidates,ablation,3,0.093766,0.601770,0.323992,0.797085,0.752781,1.055844,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_der_candidates,ablation,4,0.105158,0.578593,0.339187,0.811249,0.729609,1.128974,synthetic_smoke_v0
mintou_p3,der_siting_sizing,no_der_candidates,ablation,5,0.100983,0.601029,0.334105,0.808391,0.745627,1.414162,synthetic_smoke_v0
mintou_p3,der_siting_sizing,low_scenario_count,ablation,1,0.104223,0.589856,0.334252,0.821627,0.729860,1.418964,synthetic_smoke_v0
mintou_p3,der_siting_sizing,low_scenario_count,ablation,2,0.108148,0.575767,0.359687,0.811846,0.710788,1.165899,synthetic_smoke_v0
mintou_p3,der_siting_sizing,low_scenario_count,ablation,3,0.100417,0.597608,0.331033,0.800819,0.735217,1.069942,synthetic_smoke_v0
mintou_p3,der_siting_sizing,low_scenario_count,ablation,4,0.104854,0.588784,0.344524,0.809427,0.725800,1.233417,synthetic_smoke_v0
mintou_p3,der_siting_sizing,low_scenario_count,ablation,5,0.108280,0.577500,0.337072,0.822941,0.724864,1.291552,synthetic_smoke_v0
mintou_p3,storage_allocation,CARS-MODE,proposed,1,0.076301,0.698998,0.282144,0.770417,0.877230,1.297702,synthetic_smoke_v0
mintou_p3,storage_allocation,CARS-MODE,proposed,2,0.079690,0.689214,0.294050,0.759760,0.866328,1.245436,synthetic_smoke_v0
mintou_p3,storage_allocation,CARS-MODE,proposed,3,0.074033,0.698826,0.277622,0.762014,0.883795,1.187189,synthetic_smoke_v0
mintou_p3,storage_allocation,CARS-MODE,proposed,4,0.081514,0.702954,0.275316,0.754362,0.891073,1.157609,synthetic_smoke_v0
mintou_p3,storage_allocation,CARS-MODE,proposed,5,0.077559,0.710861,0.281307,0.749187,0.881102,1.338335,synthetic_smoke_v0
mintou_p3,storage_allocation,Standard DE,baseline,1,0.112262,0.555774,0.352964,0.828539,0.697610,1.160321,synthetic_smoke_v0
mintou_p3,storage_allocation,Standard DE,baseline,2,0.111386,0.567119,0.345761,0.817274,0.696775,1.125121,synthetic_smoke_v0
mintou_p3,storage_allocation,Standard DE,baseline,3,0.110832,0.548313,0.352317,0.814438,0.695203,1.311690,synthetic_smoke_v0
mintou_p3,storage_allocation,Standard DE,baseline,4,0.100220,0.568220,0.343915,0.820757,0.722601,0.973830,synthetic_smoke_v0
mintou_p3,storage_allocation,Standard DE,baseline,5,0.107544,0.583256,0.355991,0.827199,0.718936,1.132739,synthetic_smoke_v0
mintou_p3,storage_allocation,NSGA-II,baseline,1,0.096966,0.618165,0.322672,0.788021,0.784149,1.631448,synthetic_smoke_v0
mintou_p3,storage_allocation,NSGA-II,baseline,2,0.091634,0.613334,0.317990,0.804012,0.774354,1.222519,synthetic_smoke_v0
mintou_p3,storage_allocation,NSGA-II,baseline,3,0.092159,0.648964,0.304384,0.775805,0.805611,1.252161,synthetic_smoke_v0
mintou_p3,storage_allocation,NSGA-II,baseline,4,0.102015,0.621460,0.322861,0.804846,0.769777,1.318829,synthetic_smoke_v0
mintou_p3,storage_allocation,NSGA-II,baseline,5,0.091046,0.632769,0.318508,0.804607,0.784660,1.436939,synthetic_smoke_v0
mintou_p3,storage_allocation,MOEA/D,baseline,1,0.094698,0.604368,0.335023,0.796199,0.748804,1.288740,synthetic_smoke_v0
mintou_p3,storage_allocation,MOEA/D,baseline,2,0.094149,0.614177,0.335172,0.789024,0.774091,1.424372,synthetic_smoke_v0
mintou_p3,storage_allocation,MOEA/D,baseline,3,0.096305,0.616302,0.325043,0.793739,0.772013,1.248316,synthetic_smoke_v0
mintou_p3,storage_allocation,MOEA/D,baseline,4,0.104751,0.598840,0.339886,0.811642,0.753036,1.526694,synthetic_smoke_v0
mintou_p3,storage_allocation,MOEA/D,baseline,5,0.099621,0.601731,0.345350,0.801601,0.741782,1.380722,synthetic_smoke_v0
mintou_p3,storage_allocation,PSO,baseline,1,0.104971,0.556663,0.362614,0.826887,0.691238,0.868137,synthetic_smoke_v0
mintou_p3,storage_allocation,PSO,baseline,2,0.105699,0.564414,0.340433,0.818158,0.715137,0.937765,synthetic_smoke_v0
mintou_p3,storage_allocation,PSO,baseline,3,0.104652,0.545729,0.361992,0.826378,0.685058,1.155596,synthetic_smoke_v0
mintou_p3,storage_allocation,PSO,baseline,4,0.103078,0.554299,0.348318,0.829153,0.696855,1.037440,synthetic_smoke_v0
mintou_p3,storage_allocation,PSO,baseline,5,0.107196,0.553944,0.356168,0.835278,0.694444,1.132593,synthetic_smoke_v0
mintou_p3,storage_allocation,GA,baseline,1,0.108110,0.532932,0.369585,0.822841,0.663581,1.021883,synthetic_smoke_v0
mintou_p3,storage_allocation,GA,baseline,2,0.110892,0.522926,0.374354,0.834087,0.665801,0.923455,synthetic_smoke_v0
mintou_p3,storage_allocation,GA,baseline,3,0.114140,0.526109,0.366186,0.839976,0.661368,1.061153,synthetic_smoke_v0
mintou_p3,storage_allocation,GA,baseline,4,0.109983,0.551123,0.359844,0.818806,0.688555,1.097194,synthetic_smoke_v0
mintou_p3,storage_allocation,GA,baseline,5,0.103929,0.545360,0.362747,0.813906,0.689665,1.036180,synthetic_smoke_v0
mintou_p3,storage_allocation,Weighted Sum,baseline,1,0.115933,0.521463,0.369220,0.835443,0.652839,0.531114,synthetic_smoke_v0
mintou_p3,storage_allocation,Weighted Sum,baseline,2,0.125965,0.487629,0.384494,0.847268,0.619068,0.479902,synthetic_smoke_v0
mintou_p3,storage_allocation,Weighted Sum,baseline,3,0.121093,0.507233,0.384976,0.839905,0.631186,0.489856,synthetic_smoke_v0
mintou_p3,storage_allocation,Weighted Sum,baseline,4,0.122066,0.504617,0.386563,0.836773,0.624237,0.553541,synthetic_smoke_v0
mintou_p3,storage_allocation,Weighted Sum,baseline,5,0.116804,0.494666,0.372870,0.849805,0.628461,0.619328,synthetic_smoke_v0
mintou_p3,storage_allocation,fixed_parameters,ablation,1,0.082709,0.680869,0.292417,0.781077,0.846907,1.116290,synthetic_smoke_v0
mintou_p3,storage_allocation,fixed_parameters,ablation,2,0.084087,0.673240,0.298269,0.765123,0.852585,1.041687,synthetic_smoke_v0
mintou_p3,storage_allocation,fixed_parameters,ablation,3,0.089744,0.653173,0.301840,0.788065,0.827692,0.959894,synthetic_smoke_v0
mintou_p3,storage_allocation,fixed_parameters,ablation,4,0.091747,0.670840,0.298316,0.777961,0.832937,1.059566,synthetic_smoke_v0
mintou_p3,storage_allocation,fixed_parameters,ablation,5,0.080256,0.664038,0.298543,0.786219,0.840128,0.978402,synthetic_smoke_v0
mintou_p3,storage_allocation,no_strategy_adaptation,ablation,1,0.087240,0.662675,0.300220,0.791870,0.818734,1.149929,synthetic_smoke_v0
mintou_p3,storage_allocation,no_strategy_adaptation,ablation,2,0.089460,0.660165,0.304279,0.772967,0.832738,0.987850,synthetic_smoke_v0
mintou_p3,storage_allocation,no_strategy_adaptation,ablation,3,0.092077,0.654828,0.312176,0.775677,0.808319,1.092701,synthetic_smoke_v0
mintou_p3,storage_allocation,no_strategy_adaptation,ablation,4,0.086102,0.642613,0.307745,0.773539,0.811961,1.123528,synthetic_smoke_v0
mintou_p3,storage_allocation,no_strategy_adaptation,ablation,5,0.085664,0.657322,0.302781,0.790154,0.811569,1.072787,synthetic_smoke_v0
