paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,82,82,73,6,PASS,,CARS-MODE [42] also studies evolutionary distribution planning on public benchmark-derived portfolios. It adapts DE control parameters and repairs budget violations in an economic DER-and-storage setting. SHIELD-MOEA instead studies the opt
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,84,84,72,5,PASS,,"The gap lies at the interface of search and uncertainty. Resilience studies often grade a robust solution or Pareto front on the same scenarios that guide optimization. Offline reduction is blind to the evolving population, while hybrid MOE"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,92,92,72,5,PASS,,"Let $\mathcal{A}=\{a_1,\ldots,a_n\}$ be the candidate-action pool. Action $a_i$ has cost $k_i$ and effect coefficients $(l_i,u_i,h_i,r_i,g_i)$ for loss reduction, voltage-risk reduction, hosting-capacity gain, reliability gain, and resilien"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,25,94,94,9,1,PASS,,"For plan $x$ under scenario $s$, the benchmark defines"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,26,105,105,38,2,PASS,,"Here, $L_0$ and $U_0$ are network-level coefficients computed once from aggregate SimBench statistics. $L$ is a loss index, $U$ is a voltage-risk index, $R$ is a reliability proxy, and $S$ is a survivability proxy. The restoration-aware exp"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,27,111,111,23,2,PASS,,"which couples loss exposure to plan survivability. With investment cost $C(x)=\sum_{i=1}^{n}k_i x_i$ and scenario set $\mathcal{S}$, the five-objective problem is"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,28,123,123,41,2,PASS,,"The budget $B$ is the only hard constraint, and violation is measured as relative budget overrun. $L$, $U$, $R$, and $S$ are transparent engineering proxies rather than power-flow solutions. Electrical claims are therefore delegated to the "
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,29,127,127,56,4,PASS,,"Candidate attributes derive deterministically from the SimBench complete mixed dataset [7]. The 18 subnets with the highest combined load and line-length stress are extracted from the load, line, and RES tables. Each supplies reinforcement,"
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,30,129,129,47,3,PASS,,"The resulting pool contains $n=72$ candidates under nominal budget $B=920$, which makes roughly one sixth of the pool affordable. Every attribute traces to public data through published rules. The pool is a reproducible proxy rather than a "
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,31,133,133,55,3,PASS,,"Each experiment fixes ranges for the three scenario coordinates and draws |S| = 16 scenarios uniformly with a fixed seed. Two independent scenario sets exist per experiment: a search set (seed A) that methods may use during optimization, an"
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,32,135,135,19,2,PASS,,"**Table 1.** The eight experiments. Ranges are uniform sampling intervals for (load multiplier lambda, DER multiplier delta, outage severity sigma)."
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,33,148,148,39,1,PASS,,"The last experiment is the strictest test of the disjoint-evaluation design: its evaluation scenarios are drawn from ranges that never intersect the search ranges, so any method that has specialized to its training scenarios is penalized at"
mintou_p4_shield_resilience_planning,Energies,3.4. Shared Public Benchmark Statement,34,152,152,55,2,PASS,,"The SimBench-derived candidate-generation code is one versioned public artifact shared between this paper and the companion CARS-MODE study [42], so that the two methodologically independent algorithms remain comparable on a common footing."
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,35,158,158,46,3,PASS,,"Figure 1 closes the method's scenario-search loop. Each population induces a worst-K screened scenario subset, the hybrid variation operators generate candidate plans, budget repair restores feasibility, and robust environmental selection r"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,36,162,162,32,3,PASS,,**Figure 1.** SHIELD-MOEA architecture. Scenario screening is population dependent; the feedback arrow denotes generational updating. The two validation branches use held-out stress scenarios or AC power flow and do not feed into selection.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,37,164,164,73,3,PASS,,"SHIELD-MOEA is organized so that each mechanism can be switched off individually, which makes the ablation study of Section 6.3 a one-switch-per-run attribution. The design principle is to keep the optimizer conventional and make the scenar"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,38,166,166,9,1,PASS,,"**Formal definitions.** For binary plan \(x\), cost feasibility is"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,39,172,172,19,2,PASS,,"Let \(f_q(x;s)\) be minimized objective \(q\) under search scenario \(s\). At a screening generation, population-level scenario severity is"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,40,179,179,9,1,PASS,,"and the active subset is the worst \(K\) scenarios,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,41,186,186,15,2,PASS,,"Between screening generations the active set is held fixed. Search fitness averages over that set,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,42,192,192,11,1,PASS,,"The GA channel applies uniform crossover followed by independent bit mutation,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,43,200,200,15,1,PASS,,"For the DE channel, a relaxed donor is formed and mapped to a stochastic bit,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,44,207,207,8,1,PASS,,"Repair removes the least aggregate benefit per cost,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,45,214,214,12,2,PASS,,"repeating until \(v_B(x)=0\). Held-out evaluation forms both mean and componentwise-worst objective vectors,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,46,222,222,12,1,PASS,,"Their hypervolumes use separately frozen normalization bounds and the standard dominated-volume definition,"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,47,231,231,8,1,PASS,,"Under the implemented schedule, the audited counter is"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,48,237,237,19,2,PASS,,"where union evaluation and ranking-round evaluation are disjoint terms. This is an implementation objective-call count, not a wall-clock claim."
mintou_p4_shield_resilience_planning,Energies,4.1. Non-Dominated Sorting Kernel (NSGA-II Framework),49,241,241,67,4,PASS,,The kernel maintains a population of 40 binary plans over 40 generations. Environmental selection is constraint-dominated non-dominated sorting (feasible plans dominate infeasible ones; infeasible plans compare by budget violation) with cro
mintou_p4_shield_resilience_planning,Energies,4.2. Hybrid GA/DE Variation,50,245,245,61,5,PASS,,"Each generation produces 40 offspring. Half use uniform crossover followed by bit-flip mutation at rate $1/n$. The other half use binary rand/1 differential evolution in relaxed space, followed by stochastic bit sampling with probabilities "
mintou_p4_shield_resilience_planning,Energies,4.3. Worst-K Scenario Screening (The Adaptive Interface),51,249,249,101,6,REVISE,P1_STRONG_CLAIM_CHECK,"At generation 1 and every $T_s = 5$ generations thereafter, the algorithm evaluates the current population on each of 16 search scenarios, ranks scenarios by the population's mean normalized scalarized objective (worst first), and retains t"
mintou_p4_shield_resilience_planning,Energies,4.4. Feasibility Repair,52,253,253,67,3,PASS,,"Every initial and offspring plan exceeding the budget is repaired greedily: the selected action with the worst aggregate benefit-to-cost ratio is dropped repeatedly until the plan is affordable. Rationale: under a hard budget, penalty-carry"
mintou_p4_shield_resilience_planning,Energies,4.5. Resilience Objective and Outage Awareness in Search,53,257,257,81,3,PASS,,"The survivability objective -S(x,s) is part of the search-phase objective vector by default; the corresponding ablation hides this column from selection while leaving the final five-objective evaluation untouched. A second, sharper ablation"
mintou_p4_shield_resilience_planning,Energies,4.6. Direct-Reuse-Leakage-Controlled Evaluation and Worst-Envelope Rationale,54,261,261,66,3,PASS,,"No method -- proposed, baseline, or ablation -- is ever scored on scenarios it searched on. The evaluation scenario set is drawn with a disjoint random seed (and, in the unseen-stress experiment, from disjoint ranges); hypervolume is comput"
mintou_p4_shield_resilience_planning,Energies,4.6. Direct-Reuse-Leakage-Controlled Evaluation and Worst-Envelope Rationale,55,263,263,130,6,PASS,,"We report two hypervolume variants. The standard mean hypervolume averages each objective over the 16 evaluation scenarios, then computes the dominated volume. The worst-case hypervolume takes the per-objective worst value over the 16 evalu"
mintou_p4_shield_resilience_planning,Energies,5.1. Methods Compared,56,290,290,39,2,PASS,,"Table 2 lists eleven methods: SHIELD-MOEA, six baselines, and four single-switch ablations. Evolutionary baselines use reference implementations from pymoo [43], run on the identical binary problem with the same population size and generati"
mintou_p4_shield_resilience_planning,Energies,5.2. Protocol,57,310,310,73,4,PASS,,"Each stochastic method runs 30 independent seeds per experiment. Weighted Sum and Deterministic Planning are deterministic: the uniform 2640-row implementation archive retains repeated invocations, but each rule has one effective observatio"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,58,314,314,111,4,PASS,,"The headline metric is the standard hypervolume of the feasible non-dominated front on the evaluation scenario set, computed with pymoo's exact indicator at reference point 1.1 per normalized dimension. Objective normalization uses fixed, m"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,59,316,316,57,4,PASS,,"Statistical comparisons are two-sided Mann--Whitney U tests between SHIELD-MOEA and each of eight stochastic opponents per experiment ($n=30$ per group), with Holm correction [44] within each experiment. Rank-biserial correlation and 5000-r"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,60,318,318,36,2,PASS,,"For reproducibility, the transformations between raw objectives, fronts, statistics, and the AC check are specified explicitly. For objective $j$, the fixed reference sample supplies lower and upper bounds $l_j$ and $u_j$; every feasible ob"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,61,324,324,15,1,PASS,,The feasible non-dominated set returned by method $m$ in experiment $e$ and seed $r$ is
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,62,330,330,15,1,PASS,,"With reference point $z^{\mathrm{ref}}=(1.1,\ldots,1.1)$, the primary score is the dominated union volume"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,63,336,336,22,2,PASS,,"where $\lambda_d$ denotes $d$-dimensional Lebesgue measure. The tail-oriented readout replaces each scenario-dependent objective by its observed maximum on the frozen evaluation scenarios,"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,64,342,342,19,2,PASS,,"before applying the same fixed-bound hypervolume construction. For two seed samples of size $n_1$ and $n_2$, the reported rank statistic is"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,65,348,348,11,1,PASS,,and the monotone Holm adjustment over the $M$ within-experiment comparisons is
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,66,354,354,28,2,PASS,,"Finally, screening workload is reported independently of wall-clock time. Including both active-set union evaluation and the full-set ranking rounds, the recorded reduction relative to full-scenario union evaluation is"
mintou_p4_shield_resilience_planning,Energies,5.3. Metrics and Statistics,67,360,360,16,1,PASS,,The separate AC layer declares a mapped case feasible only when all three engineering conditions hold:
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,68,372,372,21,1,PASS,,Table 3 pools all 8 experiments x 30 seeds; Figure 2 shows the per-experiment distributions for the six main methods and the pooled mean-versus-worst-case panel.
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,69,374,374,21,2,PASS,,**Table 3.** Pooled leaderboard across eight experiments. Stochastic methods have 240 runs; deterministic rules summarize eight unique outputs retained as 240 repeated provenance rows.
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,70,390,390,68,4,PASS,,"SHIELD-MOEA attains pooled mean hypervolume 0.27396 (std 0.02700), 5.09% above NSGA-II+Repair (0.26070) and 5.56% above plain NSGA-II. Repair explains part of the advantage, but targeted controls do not assign the remainder uniquely to scre"
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,71,392,392,33,4,PASS,,"**Table 4.** SHIELD-MOEA vs. NSGA-II. Intervals are pointwise, multiplicity-unadjusted 5000-resample bootstrap CIs for the mean HV difference; $r_{rb}$ is rank-biserial correlation. Holm correction covers eight stochastic opponents per expe"
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,72,405,405,27,2,PASS,,The margin is largest in outage_contingency (+6.97%) and der_uncertainty (+6.54%) and remains positive in unseen_stress_generalization (+6.04%). The latter tests resistance to the frozen search ranges; it does not certify absence of scenari
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,73,407,407,115,6,REVISE,P1_STRONG_CLAIM_CHECK,"Three baseline behaviors deserve honest annotation rather than silence. First, MOEA/D collapses on this problem (pooled HV 0.00047): with the budget handled as a penalty, its decomposition weights drive it to near-empty portfolios (mean sel"
mintou_p4_shield_resilience_planning,Energies,6.1. Main Comparison,74,411,411,33,2,PASS,,**Figure 2.** Hypervolume distributions across eight experiments (30 seeds per box for stochastic methods); deterministic rules are point estimates. The bottom panel pairs each method's pooled mean HV (filled) with its sampled worst-envelop
mintou_p4_shield_resilience_planning,Energies,6.2. Sampled Worst-Envelope Readout,75,415,415,41,3,PASS,,"SHIELD-MOEA's pooled sampled worst-envelope HV is 0.26911, +5.36% above NSGA-II's 0.25541 and close to its mean-HV margin. Within the evaluation sample, no mean--envelope reversal is observed against this baseline. This diagnostic describes"
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,76,419,419,16,1,PASS,,"Figure 3 compares the full method against the four single-switch ablations, pooled over all experiments and seeds."
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,77,423,423,36,2,PASS,,**Figure 3.** Mean hypervolume (+/- std over 8 experiments x 30 seeds) of SHIELD-MOEA and the four ablations. Callouts give the relative difference to the full method and the number of experiments (out of 8) in which the difference is Holm-
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,78,425,425,5,1,PASS,,"The attribution, stated without embellishment:"
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,79,435,435,123,5,PASS,,"**Targeted variation and screening controls.** Three additional controls use the identical eight experiments, 30 seeds, population, generations, search/evaluation split, normalization, and evaluation budget (720 runs). Pooled mean HV is 0.2"
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,80,437,437,51,3,PASS,,Figure 4 shows the seed-level distributions for those controls. The pooled view is descriptive because scenario-specific scales differ; the formal verdict remains the per-experiment Holm analysis. It nevertheless makes both null results vis
mintou_p4_shield_resilience_planning,Energies,6.3. Ablation Study: Where the Gain Actually Comes From,81,441,441,48,3,PASS,,**Figure 4.** Seed-level mechanism controls across eight experiments (240 runs per method). (a) Mean-front hypervolume; (b) worst-case hypervolume. Boxes pool experiments and seeds and are therefore descriptive. Per-experiment Holm tests sh
mintou_p4_shield_resilience_planning,Energies,6.4. Parameter Sensitivity Analysis,82,445,445,45,4,PASS,,"We performed a one-at-a-time sensitivity analysis on the reference experiment (deterministic_vs_scenario). The sweep covers population size $N_p\in\{20,40,60\}$ (default 40, with NSGA-II rerun at each matched size), screening width $K\in\{2"
mintou_p4_shield_resilience_planning,Energies,6.4. Parameter Sensitivity Analysis,83,447,447,14,2,PASS,,**Table 5.** Exploratory parameter sweep (10 seeds per point). Reported Mann--Whitney p-values are nominal and multiplicity-unadjusted.
mintou_p4_shield_resilience_planning,Energies,6.4. Parameter Sensitivity Analysis,84,461,461,73,2,PASS,,"Note: the default configuration (population 40, K=4, T_s=5) appears once per sweep axis, so the table contains three default rows; they show slightly different SHIELD-MOEA means (0.2674, 0.2658, 0.2687) because each axis is drawn from an in"
mintou_p4_shield_resilience_planning,Energies,6.4. Parameter Sensitivity Analysis,85,465,465,21,1,PASS,,"**Figure 5.** Parameter sensitivity over population size, screening width $K$, and screening period $T_s$ (10 seeds per point; NSGA-II re-run at matched population sizes)."
mintou_p4_shield_resilience_planning,Energies,6.4. Parameter Sensitivity Analysis,86,467,467,59,4,PASS,,"SHIELD-MOEA has a higher mean than NSGA-II at all nine parameter points, with a smallest absolute margin of 0.0061. Its mean varies by 5.0% of the default value across the sweep; the $K$ and $T_s$ axes vary by 2.1% and 0.6%, respectively. A"
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,87,471,471,88,5,PASS,,"Hypervolume on proxy objectives cannot certify electrical feasibility. The seed-0 compromise composition from each method and experiment is therefore mapped onto four SimBench MV networks (rural, semi-urban, urban, and commercial), the CIGR"
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,88,473,473,52,3,PASS,,"Pandapower [45] solves AC power flow under base, 1.3x peak, 1.5x growth, 1.8x extreme growth, high-DER backfeed, and 1.5x growth with an $N-1$ outage. The AC layer covers deterministic_vs_scenario, der_uncertainty, and outage_contingency, w"
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,89,475,475,40,3,PASS,,"Each of the twelve planning/reference configurations faces $3\times6\times6=108$ cases, for 1296 AC solves in total. The readout is a qualitative composition-level consistency check, not a seeded replication of the proxy comparison. Table 6"
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,90,477,477,10,1,PASS,,**Table 6.** AC validation summary over six networks (108 cases per method).
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,91,496,496,37,2,PASS,,**Figure 6.** Original SimBench-family AC slice. (a) AC-feasible rate over 72 network-by-scenario cases and over stress scenarios only; the dashed line is the no-plan reference. (b) Mean maximum line loading. The cross-family extension is r
mintou_p4_shield_resilience_planning,Energies,6.5. AC Power-Flow Validation on Six Distribution Networks,92,498,498,7,1,PASS,,"Three findings, in decreasing order of importance:"
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,93,508,508,122,5,PASS,,The pooled leaderboard alone cannot distinguish a method that is accurate but computationally wasteful from one that obtains a comparable front with less scenario exposure. Figure 7 therefore places each principal method in the mean-hypervo
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,94,512,512,34,3,PASS,,"**Figure 7.** Mean hypervolume versus mean runtime over the eight experiments and 30 seeds. Marker area represents mean feasible-front size. The proposed method is highlighted for identification, not to imply statistical dominance over the "
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,95,514,514,10,1,PASS,,**Table 7.** Selected pooled quality--cost readouts from the frozen run archive.
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,96,523,523,51,4,PASS,,"Tables 3 and 7 use the same frozen run archive, with Table 7 retaining more decimals for selected methods. With $K=4$ of 16 scenarios, active-set union evaluation is 75% smaller than full-scenario union evaluation. Eight full-set ranking ro"
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,97,525,525,61,4,PASS,,"Figure 8 separates the mean robustness score from its reliability and survivability components. SHIELD-MOEA has pooled reliability 0.9958, survivability 0.9940, and worst-case HV 0.2691. NSGA-II has slightly higher reliability (0.9972) but "
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,98,529,529,33,2,PASS,,**Figure 8.** Pooled reliability and survivability of compromise portfolios derived from the frozen evaluation records; marker area represents worst-case hypervolume. The three readouts remain separately encoded rather than being collapsed 
mintou_p4_shield_resilience_planning,Energies,6.6. Quality--Cost and Resilience-Composition Diagnostics,99,541,541,71,4,PASS,,"Taken together, the diagnostics narrow rather than broaden the claim. The full pipeline is competitive in proxy quality and has higher sampled worst-case HV than the tested stochastic baselines, but the current instance is too cheap for a w"
mintou_p4_shield_resilience_planning,Energies,6.7. Cross-Family AC Transportability,100,545,545,77,5,PASS,,"Figure 9 separates the expanded AC evidence by network family. On the four SimBench networks, SHIELD-MOEA retains the original 0.708 feasible rate. On CIGRE MV it reaches 0.944, compared with 0.167 for no planning, but matched-repair NSGA-I"
mintou_p4_shield_resilience_planning,Energies,6.7. Cross-Family AC Transportability,101,549,549,56,4,PASS,,"**Figure 9.** AC-feasible rates and mean minimum bus voltage by network family for the no-plan reference, SHIELD-MOEA, and NSGA-II with matched repair. The dashed voltage line marks the 0.95 pu criterion. Each family uses the same three pla"
mintou_p4_shield_resilience_planning,Energies,7. Discussion,102,555,555,117,6,PASS,,"**What the evidence supports, component by component.** The framework-level result is a 5.56% pooled margin over plain NSGA-II, 32/32 significant stochastic-baseline comparisons, and positive margins in the sampled worst-case and unseen-ran"
mintou_p4_shield_resilience_planning,Energies,7. Discussion,103,557,557,72,4,PASS,,"**Scenario selection as a design axis.** Screening reduces objective calls, and no quality difference is detected against no screening; equivalence is not established. Dynamic updates also do not outperform a fixed generation-1 worst-$K$ se"
mintou_p4_shield_resilience_planning,Energies,7. Discussion,104,559,559,42,2,PASS,,"**Positioning against CARS-MODE.** The companion study [42] shares only the candidate-derivation pipeline; it self-adapts operator parameters for an economically framed DER-integration problem, while this paper holds operators fixed and mak"
mintou_p4_shield_resilience_planning,Energies,7. Discussion,105,561,561,78,4,REVISE,P1_STRONG_CLAIM_CHECK,**Practitioner reading.** The full pipeline produces 4.8–7.0% higher mean hypervolume than matched NSGA-II across the tested regimes. Ablations associate most of this difference with repair rather than screening or hybrid variation. The sel
mintou_p4_shield_resilience_planning,Energies,8. Limitations,106,567,567,8,1,PASS,,We state the boundaries of this study explicitly.
mintou_p4_shield_resilience_planning,Energies,9. Conclusions,107,589,589,68,3,PASS,,This paper asked how an evolutionary resilience-planning method can use selective scenario exposure without grading final fronts on the same realizations that guided search. SHIELD-MOEA combines worst-$K$ screening with disjoint search and 
