paper,target_journal,section,paragraph_id,sentence_id,line_start,word_count,status,issue_codes,suggestion_zh,sentence
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,12,51,56,12,PASS,,,Panteli et al. [10] connect weather intensity to component failure through fragility curves.
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,13,52,58,15,PASS,,,"Practice-oriented studies consider resilient storage siting [11], zone-wise planning under decision-dependent uncertainty [12], and genetic-algorithm-driven feeder hardening [13]."
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,13,53,58,11,PASS,,,Related work addresses resilient renewable microgrids [14] and islanding with fault recovery [15].
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,13,54,58,10,PASS,,,A parallel strand grounds planning claims in full AC physics.
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,13,55,58,21,PASS,,,"Mahmoudi and Alizadeh quantify errors caused by linearized expansion-planning models [16], while Trivic and Savic combine NSGA-II storage planning with power-flow analysis [17]."
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,13,56,58,9,PASS,,,This evidence motivates the AC validation layer in Section 6.5.
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,14,57,60,7,PASS,,,A consistent pattern emerges across these studies.
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,14,58,60,27,PASS,,,"The trilevel robust models protect against a single worst case and collapse the objective space to one scalar, so the planner never sees the cost-resilience trade surface."
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,14,59,60,35,PASS,,,"The metaheuristic studies expose multiple objectives, but they evaluate candidate plans on a scenario set fixed before the search starts, and the same scenarios serve both to steer the search and to grade its output."
mintou_p4_shield_resilience_planning,Energies,2.1. Resilience-Oriented Distribution Planning and Hardening Decisions,14,60,60,18,PASS,,,None of them guards against a plan that has quietly overfitted the scenario sample it was optimized on.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",15,61,64,7,PASS,,,The second thread represents uncertainty through scenarios.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",15,62,64,20,PASS,,,Classical reduction selects a subset while minimizing probability distance; reference approaches include the Fortet–Mourier formulation [18] and forward/backward reduction [19].
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",15,63,64,14,PASS,,,"Power-system applications adopted these methods early [20], and importance sampling made stochastic unit commitment tractable [21]."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",15,64,64,10,PASS,,,Generative models later reproduced spatiotemporal renewable behavior without parametric assumptions [22].
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",15,65,64,12,PASS,,,"Applications include stochastic microgrid dispatch [23], distribution reconfiguration [24], and joint siting and sizing [25]."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",16,66,66,7,PASS,,,Recent work moves scenario machinery inside optimization.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",16,67,66,23,PASS,,,"Li et al. learn an ambiguity set for distributionally robust DG planning [26], while Zhou et al. use extreme-event scenarios in integrated energy planning [27]."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",16,68,66,16,PASS,,,Decision-dependent uncertainty [28] is the closest mathematical-programming analogue to a scenario set that changes with candidate decisions.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",16,69,66,19,PASS,,,"Wu et al. preserve extreme wind, PV, and load combinations during generation [29], paralleling the worst-$K$ focus used here."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",17,70,68,14,PASS,,,"Most reductions are executed once, judged by distributional fidelity, and reused for every evaluation."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",17,71,68,12,PASS,,,The scenarios guiding search are therefore also used to grade the result.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",17,72,68,11,PASS,,,This distinction may be less important in a single monolithic solve.
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",17,73,68,18,PASS,,,"In population search, however, thousands of plans are compared while the binding scenarios can change with the population."
mintou_p4_shield_resilience_planning,Energies,"2.2. Scenario Generation, Reduction, and Screening in Stochastic Power System Optimization",17,74,68,16,PASS,,,SHIELD-MOEA separates search guidance from final scoring and tests whether updating the guidance subset adds value.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,18,75,72,6,PASS,,,The third thread concerns the optimizer.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,18,76,72,12,PASS,,,"NSGA-II [30] and MOEA/D [31] remain common frameworks, with hypervolume [32] measuring front quality."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,18,77,72,17,PASS,,,"Differential evolution [33] supplies mutation behavior complementary to GA crossover, and Das and Suganthan [34] review blended DE strategies."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,18,78,72,20,PASS,,,"Jin and Branke [35] survey optimization under uncertain fitness, while Deb and Gupta [36] treat robustness as an objective over perturbation neighborhoods."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,19,79,74,16,PASS,,,Recent work evaluates candidate solutions across fixed scenario sets [37] or combines decision preferences with variable-level uncertainty [38].
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,19,80,74,11,PASS,,,"In both cases, the uncertainty set remains fixed during the run."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,19,81,74,16,PASS,,,"SHIELD-MOEA tests periodic scenario-subset updates and, through a fixed worst-$K$ control, whether those updates matter."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,20,82,76,6,PASS,,,Recent power-planning studies hybridize evolutionary variation.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,20,83,76,24,PASS,,,"Examples include an improved NSGA-II for storage-and-EV co-optimization [39], a three-stage TER-NSGA-II for resilient backbone-grid planning [40], and an enhanced beluga whale optimizer for storage planning [41]."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,20,84,76,20,PASS,,,"Under uncertainty, such methods commonly average fitness over a fixed scenario sample or solve a robust reformulation before evolutionary search."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,20,85,76,18,PASS,,,"The former incurs repeated evaluation cost, whereas the latter leaves the scenario set outside the evolving search state."
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,21,86,78,11,PASS,,,SHIELD-MOEA instead treats the evaluated scenario subset as a search-time quantity.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,21,87,78,14,PASS,,,The subset is periodically updated toward scenarios that are difficult for the current population.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,21,88,78,14,PASS,,,Evaluation on a disjoint scoring set then reports both mean and sampled worst-case hypervolume.
mintou_p4_shield_resilience_planning,Energies,2.3. Hybrid Multi-Objective Evolutionary Algorithms and Robustness-Aware Objectives,21,89,78,18,PASS,,,The targeted controls in Section 6.3 test whether periodic updating adds value beyond a fixed generation-1 worst-$K$ set.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,90,82,10,PASS,,,CARS-MODE [42] also studies evolutionary distribution planning on public benchmark-derived portfolios.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,91,82,14,PASS,,,It adapts DE control parameters and repairs budget violations in an economic DER-and-storage setting.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,92,82,7,PASS,,,SHIELD-MOEA instead studies the optimizer–uncertainty interface.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,93,82,22,PASS,,,"Its NSGA-II kernel combines GA/DE variation and repair, while screening supplies search scenarios that remain disjoint from the final scoring draws."
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,94,82,9,PASS,,,"Load, DER, and outage perturbations define the resilience setting."
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,22,95,82,11,PASS,,,Only candidate generation is shared; the methods and claims are independent.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,96,84,10,PASS,,,The gap lies at the interface of search and uncertainty.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,97,84,17,PASS,,,Resilience studies often grade a robust solution or Pareto front on the same scenarios that guide optimization.
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,98,84,17,PASS,,,"Offline reduction is blind to the evolving population, while hybrid MOEAs usually adapt operators rather than exposure."
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,99,84,12,PASS,,,"SHIELD-MOEA combines worst-scenario screening, disjoint-draw final scoring, and sampled worst-case hypervolume reporting."
mintou_p4_shield_resilience_planning,Energies,2.4. Relation to CARS-MODE and Gap Statement,23,100,84,16,PASS,,,"The fixed worst-$K$ control determines whether the adaptive update, rather than screening alone, is necessary."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,101,92,8,PASS,,,"Let $\mathcal{A}=\{a_1,\ldots,a_n\}$ be the candidate-action pool."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,102,92,18,PASS,,,"Action $a_i$ has cost $k_i$ and effect coefficients $(l_i,u_i,h_i,r_i,g_i)$ for loss reduction, voltage-risk reduction, hosting-capacity gain, reliability gain, and resilience gain."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,103,92,12,PASS,,,These coefficients are derived from public network statistics as described in Section 3.2.
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,104,92,9,PASS,,,"A plan is a binary vector $x\in\{0,1\}^n$."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,24,105,92,25,PASS,,,"Uncertainty is represented by $s=(\lambda,\delta,\sigma)$, where $\lambda$ is a load multiplier, $\delta$ is a DER-output multiplier, and $\sigma\in[0,1]$ is outage severity."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,25,106,94,9,PASS,,,"For plan $x$ under scenario $s$, the benchmark defines"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,26,107,105,32,PASS,,,"Here, $L_0$ and $U_0$ are network-level coefficients computed once from aggregate SimBench statistics. $L$ is a loss index, $U$ is a voltage-risk index, $R$ is a reliability proxy, and $S$ is a survivability proxy."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,26,108,105,6,PASS,,,The restoration-aware experiment replaces $L$ with
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,27,109,111,7,PASS,,,which couples loss exposure to plan survivability.
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,27,110,111,16,PASS,,,"With investment cost $C(x)=\sum_{i=1}^{n}k_i x_i$ and scenario set $\mathcal{S}$, the five-objective problem is"
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,28,111,123,29,PASS,,,"The budget $B$ is the only hard constraint, and violation is measured as relative budget overrun. $L$, $U$, $R$, and $S$ are transparent engineering proxies rather than power-flow solutions."
mintou_p4_shield_resilience_planning,Energies,3.1. Resilience-Oriented Planning as Scenario-Aware Multi-Objective Selection,28,112,123,12,PASS,,,Electrical claims are therefore delegated to the separate AC validation in Section 6.5.
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,29,113,127,10,PASS,,,Candidate attributes derive deterministically from the SimBench complete mixed dataset [7].
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,29,114,127,19,PASS,,,"The 18 subnets with the highest combined load and line-length stress are extracted from the load, line, and RES tables."
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,29,115,127,8,PASS,,,"Each supplies reinforcement, storage, DER-integration, and automation actions."
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,29,116,127,19,PASS,,,"Cost and effect coefficients are analytic functions of load, reactive load, line length, line count, renewable capacity, and loading."
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,30,117,129,19,PASS,,,"The resulting pool contains $n=72$ candidates under nominal budget $B=920$, which makes roughly one sixth of the pool affordable."
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,30,118,129,9,PASS,,,Every attribute traces to public data through published rules.
mintou_p4_shield_resilience_planning,Energies,3.2. Candidate Pool Derived from SimBench,30,119,129,19,PASS,,,"The pool is a reproducible proxy rather than a costed engineering catalog, and its cost unit is synthetic (Section 8)."
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,31,120,133,18,PASS,,,Each experiment fixes ranges for the three scenario coordinates and draws |S| = 16 scenarios uniformly with a fixed seed.
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,31,121,133,32,PASS,,,"Two independent scenario sets exist per experiment: a search set (seed A) that methods may use during optimization, and an evaluation set (seed B, disjoint) on which every reported metric is computed."
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,31,122,133,5,PASS,,,Table 1 lists the eight experiments.
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,32,123,135,4,PASS,,,**Table 1.** The eight experiments.
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,32,124,135,15,PASS,,,"Ranges are uniform sampling intervals for (load multiplier lambda, DER multiplier delta, outage severity sigma)."
mintou_p4_shield_resilience_planning,Energies,3.3. Scenario Model and the Eight Experiments,33,125,148,39,PASS,,,"The last experiment is the strictest test of the disjoint-evaluation design: its evaluation scenarios are drawn from ranges that never intersect the search ranges, so any method that has specialized to its training scenarios is penalized at scoring time."
mintou_p4_shield_resilience_planning,Energies,3.4. Shared Public Benchmark Statement,34,126,152,31,PASS,,,"The SimBench-derived candidate-generation code is one versioned public artifact shared between this paper and the companion CARS-MODE study [42], so that the two methodologically independent algorithms remain comparable on a common footing."
mintou_p4_shield_resilience_planning,Energies,3.4. Shared Public Benchmark Statement,34,127,152,24,PASS,,,"Everything downstream -- the scenario model, the uncertainty experiments, the screening mechanism under test, the evaluation protocol, and all analyses -- is specific to this paper."
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,35,128,158,6,PASS,,,Figure 1 closes the method's scenario-search loop.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,35,129,158,25,PASS,,,"Each population induces a worst-K screened scenario subset, the hybrid variation operators generate candidate plans, budget repair restores feasibility, and robust environmental selection returns survivors."
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,35,130,158,15,PASS,,,Unseen-stress and AC evaluations branch from the final archive and remain outside the optimization loop.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,36,131,162,3,PASS,,,**Figure 1.** SHIELD-MOEA architecture.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,36,132,162,11,PASS,,,Scenario screening is population dependent; the feedback arrow denotes generational updating.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,36,133,162,18,PASS,,,The two validation branches use held-out stress scenarios or AC power flow and do not feed into selection.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,37,134,164,22,PASS,,,"SHIELD-MOEA is organized so that each mechanism can be switched off individually, which makes the ablation study of Section 6.3 a one-switch-per-run attribution."
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,37,135,164,15,PASS,,,The design principle is to keep the optimizer conventional and make the scenario exposure adaptive.
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,37,136,164,36,PASS,,,"The method is best understood as a resilience-oriented extension of the NSGA-II framework [30]: it retains the constraint-dominated non-dominated sorting and crowding-distance selection of NSGA-II, and adds hybrid variation, scenario screening, and feasibility repair as modular extensions."
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,38,137,166,9,PASS,,,"**Formal definitions.** For binary plan \(x\), cost feasibility is"
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,39,138,172,11,PASS,,,Let \(f_q(x;s)\) be minimized objective \(q\) under search scenario \(s\).
mintou_p4_shield_resilience_planning,Energies,4. SHIELD-MOEA,39,139,172,8,PASS,,,"At a screening generation, population-level scenario severity is"
