paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,54,306,306,78,4,PASS,,Portfolio quality is measured by the **standard hypervolume** of the feasible non-dominated front. Objective values are normalized with *fixed per-problem bounds* computed once per experiment from a seeded reference set (the empty portfolio
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,55,308,308,66,4,PASS,,"Statistical comparisons use two-sided **Mann--Whitney U tests** between BiLo-NSGA and each of the fourteen stochastic opponents per experiment ($n=30$ per group), with **Holm correction** within each stochastic family. We report rank-biseri"
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,56,310,310,7,1,PASS,,The method-independent normalization for objective $j$ is
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,57,316,316,24,2,PASS,,"where $(l_j,u_j)$ comes from the frozen reference sample rather than any compared method. The scored set for method $m$, experiment $e$, and seed $r$ is"
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,58,322,322,5,1,PASS,,Its standard four-objective hypervolume is
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,59,328,328,9,1,REVISE,P1_STRONG_CLAIM_CHECK,"For two seed samples, the first-sample Mann--Whitney statistic is"
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,60,334,334,8,1,PASS,,and the familywise adjustment over $M$ opponents is
mintou_p6_bilonsga_project_review,Applied Sciences,5.3. Evaluation Metric and Statistics,61,340,340,11,1,PASS,,"For an experiment $e$, the relative effect reported against NSGA-II is"
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,62,352,352,34,3,PASS,,"Table 4 reports pooled summaries over eight experiments. Figure 2 shows the original distribution view, and Section 6.7 isolates the direct local-search control. Repeated deterministic-rule rows are summarized for provenance but are not tre"
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,63,354,354,27,3,PASS,,**Table 4.** Pooled leaderboard across eight experiments. Stochastic methods have 240 runs; deterministic-rule summaries derive from eight unique outputs retained as 240 repeated provenance rows. Decision coverage is descriptive only.
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,64,377,377,78,5,PASS,,"BiLo-NSGA attains pooled mean hypervolume 0.17190 (standard deviation 0.00861), **1.12% above NSGA-II** (0.17000), 5.87% above NSGA-III, and 23.9% above AHP-TOPSIS. Across five stochastic baselines and eight scenarios, the method has 37 pos"
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,65,381,381,31,3,PASS,,**Figure 2.** Hypervolume distributions across eight review scenarios (30 seeds per box for stochastic methods). Deterministic rules are point estimates rather than inferential samples. Pareto Local Search is reported in Table 4 and Figure 
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,66,383,383,11,1,PASS,,"Table 5 breaks out the comparison against NSGA-II, the only competitive baseline."
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,67,385,385,34,3,PASS,,"**Table 5.** BiLo-NSGA versus NSGA-II per experiment (30 seeds). Confidence intervals are pointwise, multiplicity-unadjusted 5000-resample bootstrap intervals for the mean difference; $r_{rb}$ is rank-biserial. Holm-adjusted rank-test p-val"
mintou_p6_bilonsga_project_review,Applied Sciences,6.1. Main Comparison,68,398,398,86,5,PASS,,"We state the trade-offs plainly. At the 0.75x budget and on the renewable-filtered pool, BiLo-NSGA is unresolved against NSGA-II, with nominal losses of 0.64% and 1.31%; the 0.88x mean gain also fails multiplicity correction. The intensific"
mintou_p6_bilonsga_project_review,Applied Sciences,6.2. Budget Sensitivity,69,402,402,41,3,PASS,,"Five experiments share the full 120-candidate pool and span budget multipliers 0.75x, 0.88x, 1.00x, and 1.20x of the nominal 1020 cost units. Some labels also change scalar weights and all use independent random streams. Figure 3 is therefo"
mintou_p6_bilonsga_project_review,Applied Sciences,6.2. Budget Sensitivity,70,406,406,25,1,PASS,,**Figure 3.** Mean hypervolume (+- std across seeds) as a function of the budget multiplier for the six main methods; the two nominal-budget experiments are pooled at 1.00x.
mintou_p6_bilonsga_project_review,Applied Sciences,6.2. Budget Sensitivity,71,408,408,87,5,PASS,,Mean hypervolume rises with the budget index for the principal methods. BiLo-NSGA's margin over NSGA-II ranges from -0.64% at 0.75x and +2.17% at 0.88x to +3.30% in the 1.20x large-pool-labeled scenario. Because weights and seed streams are
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,72,412,412,14,1,PASS,,Figure 4 compares the full method with all ten ablations (pooled over 8 experiments x 30 seeds).
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,73,416,416,24,2,PASS,,"**Figure 4.** Mean hypervolume (+- std) of BiLo-NSGA and ten ablations or stress controls, pooled over all experiments and seeds. Formal decisions remain scenario-specific and Holm-adjusted."
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,74,418,418,51,4,PASS,,"Removing evolution entirely reduces pooled hypervolume by 79.3%. Disabling feasibility recovery costs 2.21%, increases the standard deviation from 0.00861 to 0.01272, and lowers decision coverage from 0.996 to 0.928. By contrast, several lo"
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,75,420,420,85,4,PASS,,"**Forward insertion is the only local operator with resolved positive cells, but it is not universally beneficial.** Ablation-NoForwardSearch has pooled mean 0.17257, 0.39% above the full method. Under the primary within-scenario family, th"
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,76,422,422,73,4,PASS,,"**Atomic substitution has no demonstrated accuracy gain.** Ablation-NoBackwardSearch reaches 0.17294, 0.61% above the full method, and none of the eight differences is significant. The legacy standalone-deletion rule reaches 0.17228, 0.22% "
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,77,424,424,52,3,PASS,,The substitution operator is retained because a single logged remove--insert pair is reviewable and cannot leave a deletion-only intermediate portfolio. A forward-only variant remains the evidence-supported lean implementation when that rep
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,78,426,426,52,4,PASS,,Figure 5 separates move production from optimization quality. The new atomic substitution raises archive coverage relative to the no-backward variant but does not improve hypervolume at the available statistical resolution. Disabling forwar
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,79,430,430,33,3,PASS,,**Figure 5.** Local-search diagnostics pooled over eight experiments and 30 seeds (240 runs per configuration). (a) Logged accepted moves per run; (b) seed-level mean-front hypervolume. Boxes are descriptive aggregates. Formal component dec
mintou_p6_bilonsga_project_review,Applied Sciences,6.3. Ablation Study: Forward-Dominant but Not Universally Beneficial,80,432,432,32,3,PASS,,"The two stress variants bound other claims. Thinning the dependency graph changes the pooled mean by less than 0.3%, so no dependency-density gain is claimed. The LooseBudget variant's 6.35% deficit was discussed in Section 6.2."
mintou_p6_bilonsga_project_review,Applied Sciences,6.4. External Consistency: NERC Rule-Based Backtest,81,436,436,90,6,PASS,,Hypervolume measures optimization quality on the benchmark objectives; it cannot show whether selected portfolios point at real risk. We therefore backtest selections against cached NERC reliability reports using a rule designed to reduce c
mintou_p6_bilonsga_project_review,Applied Sciences,6.4. External Consistency: NERC Rule-Based Backtest,82,440,440,28,2,PASS,,**Figure 6.** Priority-capture ratios in the NERC rule backtest (dashed line = parity with random selection). MOEA/D is absent from the reliability panel because it returned no feasible portfolio.
mintou_p6_bilonsga_project_review,Applied Sciences,6.4. External Consistency: NERC Rule-Based Backtest,83,442,442,80,6,REVISE,P1_STRONG_CLAIM_CHECK,"BiLo-NSGA oversamples documented-risk candidates, with capture ratios of 1.617 in budget-constrained selection and 1.301 in reliability-prioritized review. These values are above NSGA-II in the first setting (1.575) and below it in the seco"
mintou_p6_bilonsga_project_review,Applied Sciences,6.5. Historical Outcome Consistency: MISO MTEP16 Backtest,84,446,446,60,4,PASS,,The NERC backtest of Section 6.4 checks consistency against documented risk patterns from the same public corpus used in benchmark construction. A more independent check compares selections with **observed transmission-project outcomes** fr
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.1. Data and Protocol,85,450,450,38,2,PASS,,"The MTEP16 dataset comprises 1218 projects with their 2016 cost estimates, project types, voltage levels, mileage, appendix status, and record dates. Quarterly Appendix A status snapshots from 2016-12 through 2018-01, together with the 2026"
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.1. Data and Protocol,86,457,457,87,5,PASS,,"For portability, each method selects compromise portfolios from 10 seeded runs, preserving 2016 cost estimates after one global scaling factor sets the flagship budget to 5% of total pool cost. Point-biserial correlation and Mann--Whitney U"
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.2. Results,87,461,461,5,1,PASS,,Table 6 summarizes the key comparisons.
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.2. Results,88,463,463,16,2,PASS,,"**Table 6.** MTEP16 historical backtest in the budget-constrained experiment. P-values are nominal project-level diagnostics, not confirmatory portfolio-level tests."
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.2. Results,89,477,477,71,6,PASS,,"BiLo-NSGA's broad capture is 1.071, or 7.1% above the numerical uniform-draw reference. The raw diagnostics are point-biserial $r=0.088$ ($p=0.0042$) and Mann--Whitney $p=0.0147$. It exceeds the tested evolutionary and local-search baseline"
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.2. Results,90,479,479,61,4,PASS,,"**AHP-TOPSIS achieves the highest nominal broad capture (1.100)** because it directly optimizes evidence/compliance features that overlap Appendix-status information. Within the strict built-versus-withdrawn subset, BiLo-NSGA's capture is 1"
mintou_p6_bilonsga_project_review,Applied Sciences,6.5.3. Honest Boundaries,91,483,483,11,1,PASS,,We state the caveats that limit the strength of this backtest.
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,92,493,493,62,4,PASS,,"The method's pooled gain over NSGA-II is modest, so computation and trace production are shown beside hypervolume. BiLo-NSGA averages 0.17190 hypervolume, 0.2188 s, 3668 accepted local-search events, and 0.996 decision coverage. NSGA-II ave"
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,93,497,497,26,2,PASS,,**Figure 7.** Pooled search-and-trace diagnostics over eight experiments and 30 seeds. Each panel retains its native unit; no composite score is formed from optimization quality and trace volume.
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,94,499,499,5,1,PASS,,**Table 7.** Selected pooled quality--effort readouts.
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,95,510,510,76,5,PASS,,"Table 7 makes the operator evidence operational. Removing atomic substitution reduces runtime by about 26% and nominally raises hypervolume by 0.61%, with the contrast unresolved under the declared comparison family. The contrast with stand"
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,96,512,512,52,4,PASS,,"Figure 8 exposes outcome-definition sensitivity. BiLo-NSGA's broad capture is 1.0715 and 1.0642 across the two scenarios, whereas strict capture is 1.0093 and 1.0042. Raw broad correlations are nonzero under conventional project-level tests"
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,97,516,516,36,3,PASS,,**Figure 8.** MTEP16 outcome-capture ratios for the proposed method and baselines. The dashed line denotes parity with uniform selection. Broad and strict labels are shown separately so that the high built-project base rate and unresolved-p
mintou_p6_bilonsga_project_review,Applied Sciences,6.6. Search-Effort and Outcome-Definition Diagnostics,98,518,518,49,2,PASS,,"These diagnostics assemble two decision-relevant views: optimization gain per unit of search and trace production, and outcome consistency under competing label definitions. BiLo-NSGA improves the tested front modestly and produces dense mo"
mintou_p6_bilonsga_project_review,Applied Sciences,6.7. Direct Local-Search and Substitution Controls,99,522,522,81,4,PASS,,"Pareto Local Search supplies a direct non-evolutionary neighborhood-search baseline with add, delete, and swap moves under 1600 evaluated neighbors per run. Its pooled hypervolume is 0.11636, compared with 0.17190 for BiLo-NSGA, and the pro"
mintou_p6_bilonsga_project_review,Applied Sciences,6.7. Direct Local-Search and Substitution Controls,100,524,524,56,4,PASS,,"Figure 9 places that baseline beside the three operator controls. NoBackwardSearch (0.17294) and LegacyDeletion (0.17228) both have higher pooled means than the atomic full method, although no scenario-level comparison is significant. NoFor"
mintou_p6_bilonsga_project_review,Applied Sciences,6.7. Direct Local-Search and Substitution Controls,101,528,528,34,2,PASS,,"**Figure 9.** Pooled hypervolume and scenario-level significance counts for BiLo-NSGA, Pareto Local Search, NoForwardSearch, NoBackwardSearch, and LegacyDeletion. The direct PLS control is separated in all eight scenarios; the three operato"
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,102,534,534,71,4,PASS,,"**Why the resolved operator effects are forward-side.** Under deterministic repair, populations remain near the budget boundary. Forward insertion can exploit residual slack directly. Atomic substitution must find a removal, an affordable r"
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,103,536,536,56,3,PASS,,"The evidence is deliberately narrower than “forward improves performance.” The no-forward ablation has a higher pooled mean, yet the full method wins significantly in three scenarios; no corresponding significant gain exists for atomic subs"
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,104,538,538,68,3,PASS,,**What the external-consistency checks add.** The NERC rule check (Section 6.4) shows concentration on documented risk patterns but retains construct overlap with pool generation. The MTEP16 backtest (Section 6.5) uses independent historica
mintou_p6_bilonsga_project_review,Applied Sciences,7. Discussion,105,540,540,59,4,PASS,,"**Positioning against TRACE-MOEA.** The companion study uses a preference-adaptive ranking layer, repair, and a trace archive over the same public candidate pipeline. BiLo-NSGA instead studies project-vocabulary variation under a hard budge"
