paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p2_hygraph_load_forecasting,Electronics,1. Introduction,11,55,55,52,6,PASS,,"The paper is organized as follows. Section 2 reviews the three research threads the study draws on. Section 3 describes the datasets, tasks, and split protocol. Section 4 specifies CSA-LoadNet and its ablation switches. Section 5 details ba"
mintou_p2_hygraph_load_forecasting,Electronics,2. Related Work,12,61,61,42,1,PASS,,"Three threads frame this study: the deep-architecture lineage of short-term load forecasting, cross-series and graph-structured forecasting, and the honest-evaluation line that pits complex models against simple baselines. (An extended vers"
mintou_p2_hygraph_load_forecasting,Electronics,2.1. Deep Architectures for Short-Term and Day-Ahead Load Forecasting,13,65,65,62,4,REVISE,P1_STRONG_CLAIM_CHECK,"Recurrent networks were among the first deep models to displace classical load forecasters. Building on the LSTM cell [9], Kong et al. demonstrate short-term forecasting at the residential scale [10]. DeepAR extends shared training to large"
mintou_p2_hygraph_load_forecasting,Electronics,2.1. Deep Architectures for Short-Term and Day-Ahead Load Forecasting,14,67,67,40,3,PASS,,"Applied load forecasting increasingly uses hybrid models, including LSTM–CNN fusion [15], BiLSTM–Transformer combinations [16], decomposition pipelines [17], and LSTM–XGBoost ensembles [18]. Evidence for the added component, however, is com"
mintou_p2_hygraph_load_forecasting,Electronics,2.2. Cross-Series and Graph-Structured Load Forecasting,15,71,71,62,5,PASS,,"A second thread exploits correlation among regional or nodal series. LSTNet models dependence through joint convolutional–recurrent channels [19]. Graph formulations emerged in traffic forecasting [20], and MTGNN learns adjacency end to end"
mintou_p2_hygraph_load_forecasting,Electronics,2.2. Cross-Series and Graph-Structured Load Forecasting,16,73,73,36,3,PASS,,"These graph-based studies propose increasingly elaborate weighting mechanisms. Their comparisons rarely test the selected weighting against equal averaging under an identical seeded protocol. Consequently, the contribution of aggregation ca"
mintou_p2_hygraph_load_forecasting,Electronics,2.3. Simple Baselines and Honest Evaluation,17,77,77,64,5,PASS,,"The third thread concerns evaluation discipline. Sound out-of-sample practice was codified early [25], and temporal leakage from naive cross-validation is well documented [26]. Common metrics also have known failure modes; MAPE becomes unst"
mintou_p2_hygraph_load_forecasting,Electronics,2.3. Simple Baselines and Honest Evaluation,18,79,79,35,3,PASS,,"This evaluation literature mainly operates at whole-model granularity. The present study extends it to individual forecaster components, using multiplicity-corrected tests to determine which component claims survive. Section 6.3 applies tha"
mintou_p2_hygraph_load_forecasting,Electronics,3.1. Datasets and Forecast Tasks,19,87,87,26,1,PASS,,"We evaluate on three public datasets chosen to span three distinct multi-series regimes: country-level national loads, distribution-system load profiles, and a customer/region/system hierarchy (Table 1)."
mintou_p2_hygraph_load_forecasting,Electronics,3.1. Datasets and Forecast Tasks,20,89,89,18,1,PASS,,"**Table 1.** Datasets, series pools, and temporal splits (from `evidence/source/real_opsd_source_profile.csv`, `evidence/source/real_simbench_source_profile.csv`, and `src/configs/real_ausgrid_exact_hierarchy_v8_config.json`)."
mintou_p2_hygraph_load_forecasting,Electronics,3.1. Datasets and Forecast Tasks,21,100,100,48,2,PASS,,Each horizon-h task predicts each series' load h hours beyond the forecast origin from the preceding 168 h of that pool's history; sliding the origin hourly across the test segment produces the full evaluation trajectory. The 24 h task is t
mintou_p2_hygraph_load_forecasting,Electronics,3.2. Primary Metrics and Why They Differ per Dataset,22,104,104,25,2,PASS,,"The primary metric is chosen per dataset to avoid known metric pathologies [27]. For a fixed dataset–horizon test set of $N$ targets, the implementation computes"
mintou_p2_hygraph_load_forecasting,Electronics,3.2. Primary Metrics and Why They Differ per Dataset,23,123,123,70,4,PASS,,"with $\epsilon=10^{-6}$. The normalization range in nMAE is computed once from the common test targets; it is an evaluation scale and is identical for all methods, not a training input. Country-level OPSD loads are strictly positive and far"
mintou_p2_hygraph_load_forecasting,Electronics,3.2. Primary Metrics and Why They Differ per Dataset,24,125,125,37,2,PASS,,"For the exact Ausgrid hierarchy, let $\bar s_L$, $\bar s_R$, and $s_T$ be the mean node sMAPE over the 12 leaves, the four regions, and the root. The predeclared primary metric gives each level equal weight rather than letting 12 leaves dom"
mintou_p2_hygraph_load_forecasting,Electronics,3.2. Primary Metrics and Why They Differ per Dataset,25,131,131,24,2,PASS,,"With bottom-level forecast matrix $\hat{B}$ and summing matrix $S\in\{0,1\}^{17\times12}$, structural coherence requires $\hat{Y}=S\hat{B}$. We report the scale-normalized violation"
mintou_p2_hygraph_load_forecasting,Electronics,3.2. Primary Metrics and Why They Differ per Dataset,26,138,138,43,2,PASS,,"Bottom-up, top-down, and OLS projection reconciliation are evaluated separately from forecasting accuracy. All significance tests in Section 6 use the primary metric of the respective dataset; secondary metrics, including MAE, RMSE, level-s"
mintou_p2_hygraph_load_forecasting,Electronics,3.3. Leakage-Free Temporal Protocol,27,142,142,120,6,PASS,,"Because inflated forecasting results are most often manufactured by evaluation leakage rather than by fraud [8,26], we state the protocol precisely. Splits are single chronological cuts at the boundaries in Table 1 — no shuffling, no random"
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,28,148,148,55,3,PASS,,Figure 1 gives the complete forecasting path. Load histories and calendar variables enter a shared temporal encoder; target and context series are related only inside the cross-series attention block; and the fused representation enters the
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,29,152,152,33,3,PASS,,"**Figure 1.** CSA-LoadNet data and model flow. The lower strip identifies independent evaluation datasets; it is not an input path. Poincare, Euclidean, and equal-weight attention share the same encoder, fusion, head, and training protocol."
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,30,154,154,54,2,PASS,,"CSA-LoadNet (Cross-Series Attention Load Forecasting Network) is intentionally small: a shared temporal encoder, one cross-series attention block, and a compact prediction head. The design goal is not architectural novelty for its own sake "
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,31,156,156,14,1,PASS,,"**Formal definitions.** For series \(i\), the 168-hour history is standardized with fit-split statistics only,"
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,32,163,163,5,1,PASS,,The shared two-layer encoder is
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,33,170,170,21,2,PASS,,"where \(\phi\) is ReLU. When hyperbolic weighting is enabled, embeddings are projected inside the unit ball and their Poincare distance is"
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,34,180,180,21,2,PASS,,"The Euclidean control replaces \(d_{\mathbb B}\) by \(\|e_i-e_j\|_2\), and the equal-neighbor control fixes \(\alpha_{ij}=1/(m-1)\). For any weight form, context fusion is"
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,35,187,187,8,1,PASS,,The prediction head and empirical training risk are
mintou_p2_hygraph_load_forecasting,Electronics,4. CSA-LoadNet,36,199,199,37,2,PASS,,"With \(m\) series, embedding width \(d_e\), and temporal width \(d_h\), the cross-series block costs \(O(m^2d_e+m^2d_h)\) per batch item; the TemporalOnly ablation removes the quadratic terms. This complexity statement concerns the implemen"
mintou_p2_hygraph_load_forecasting,Electronics,4.1. Shared Temporal Encoder,37,203,203,66,2,PASS,,"For each series $i$ in the pool, the past 168 hours of per-series z-normalized load are passed through a shared multilayer perceptron $168 \to 96 \to 48$, yielding a temporal encoding $h_i \in \mathbb{R}^{48}$. Sharing one encoder across al"
mintou_p2_hygraph_load_forecasting,Electronics,4.2. Cross-Series Attention Aggregation,38,207,207,27,2,PASS,,"Each series additionally owns a learned embedding $e_i \in \mathbb{R}^{8}$. To forecast target series $i$, the module computes attention weights over the other series in the pool,"
mintou_p2_hygraph_load_forecasting,Electronics,4.2. Cross-Series Attention Aggregation,39,213,213,82,5,PASS,,"and aggregates their value-mapped temporal encodings into a context vector $g_i = \sum_{j \neq i} \alpha_{ij} \, W_v h_j$. In the default configuration, $d(\cdot,\cdot)$ is the geodesic distance in a Poincaré ball and $c_i = \mathrm{softplu"
mintou_p2_hygraph_load_forecasting,Electronics,4.3. Prediction Head and Calendar Features,40,217,217,68,3,PASS,,"The prediction head concatenates the target encoding, aggregated context, and a calendar vector derived from the forecast timestamp. A hidden layer of width 64 maps this vector to the scalar h-step-ahead prediction: $\hat{y}_{i,t+h} = \math"
mintou_p2_hygraph_load_forecasting,Electronics,4.4. Ablation Switches,41,221,221,12,1,PASS,,Five single-switch variants isolate each mechanism (configuration keys from `src/configs/real_hyg_neural_config.json`):
mintou_p2_hygraph_load_forecasting,Electronics,4.4. Ablation Switches,42,229,229,24,1,PASS,,The middle three switches jointly probe the *form* of the aggregation weights; TemporalOnly probes the *existence* of aggregation; NoCalendar probes an orthogonal feature channel.
mintou_p2_hygraph_load_forecasting,Electronics,4.5. Weighting Variants and Artifact Labels,43,233,233,69,4,PASS,,"The implementation exposes Poincaré, Euclidean, equal-weight, fixed-curvature, and learnable-curvature weighting variants through the ablation switches defined above. The empirical question is whether cross-series aggregation contributes an"
mintou_p2_hygraph_load_forecasting,Electronics,5.1. Methods Compared,44,241,241,56,3,PASS,,"Table 2 lists the methods. The five external baselines are compact PyTorch implementations spanning the standard neural-forecasting families: MLP, LSTM [9,10], TCN [12], DLinear [5], and a lightweight PatchTST variant (patch-based transform"
mintou_p2_hygraph_load_forecasting,Electronics,5.2. Training Protocol and Hyperparameter Disclosure,45,261,261,42,2,PASS,,"Table 3 discloses every training-relevant setting; none was tuned on test data, and the configuration is held fixed across datasets rather than optimized per benchmark. The only per-dataset deviations are the documented Ausgrid budget reduc"
mintou_p2_hygraph_load_forecasting,Electronics,5.2. Training Protocol and Hyperparameter Disclosure,46,263,263,12,1,PASS,,**Table 3.** Full hyperparameter disclosure (from `src/configs/real_hyg_neural_config.json` and `src/configs/real_p2_v7_config.json`).
mintou_p2_hygraph_load_forecasting,Electronics,5.2. Training Protocol and Hyperparameter Disclosure,47,282,282,72,3,PASS,,"**Fairness statement.** Every model in a comparison shares the training regime, normalization, split boundaries, early-stopping rule, and computational budget class; the proposed model is held at the MLP baseline's parameter budget. The exa"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,48,286,286,107,7,PASS,,"The decision-relevant model set--CSA-LoadNet, its five ablations, and the MLP--was run for ten seeds per dataset/horizon on OPSD and SimBench. Each OPSD or SimBench block contains six proposed-versus-opponent comparisons. On the corrected A"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,49,288,288,21,2,PASS,,"For reproducibility, let $e_{a,s}$ be the primary error of method $a$ at seed $s$. The reported mean and dispersion are"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,50,295,295,11,1,PASS,,"For a proposed--baseline comparison with rank sum $R_1$, the Mann--Whitney statistic is"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,51,302,302,22,1,PASS,,"If $p_{(1)}\leq\cdots\leq p_{(m)}$ are the ordered raw p-values within one dataset--horizon family, the monotone Holm-adjusted values used in Figure 3 are"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,52,309,309,17,1,PASS,,"The seed-paired descriptive effect in Figure 6 is computed only when the same seeds exist for both methods,"
mintou_p2_hygraph_load_forecasting,Electronics,5.3. Statistical Methodology,53,315,315,28,3,PASS,,"so positive values favor CSA-LoadNet. This percentage is an effect display, not the test statistic. No pair with unequal seed support is promoted to a paired inferential comparison."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,54,323,323,81,5,PASS,,"Figure 2a and Table 4 present the OPSD 24 h leaderboard over ten seeds. CSA-LoadNet attains mean MAPE 0.032345 (std 0.000817), compared with 0.033715 (std 0.000587) for MLP, a 4.1% relative improvement that is Holm-significant (p = 0.0085)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,55,325,325,23,1,PASS,,"**Table 4.** OPSD day-ahead (24 h) leaderboard: mean ± std MAPE over 10 seeds, with the Holm-adjusted p of the comparison against CSA-LoadNet (from `real_opsd_v7_leaderboard.csv` and `real_p2_v7_significance.csv`)."
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,56,339,339,47,2,PASS,,"**Figure 2.** Day-ahead (24 h) leaderboards on (**a**) OPSD (MAPE) and (**b**) SimBench (normalized MAE), mean ± std over 10 seeds. On OPSD the proposed model separates significantly from the MLP baseline and the no-aggregation ablation; on"
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,57,341,341,67,4,PASS,,"Two features of Table 4 constrain interpretation. NoCalendar has the best nominal mean at this horizon (0.031873), but its difference from the full model is not significant ($p=0.485$) and does not recur significantly elsewhere. The result "
mintou_p2_hygraph_load_forecasting,Electronics,6.1. Day-Ahead Main Result on OPSD,58,343,343,46,2,PASS,,"For context, in the preliminary 3-seed v6 screen on the same OPSD 24 h split, TCN, PatchTST-lite, DLinear, and LSTM trail MLP (MAPE 0.0361, 0.0378, 0.0408, and 0.0527, respectively, versus 0.0339). This screen motivated selecting MLP for th"
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,59,347,347,21,1,PASS,,"Figure 3 condenses the complete decision analysis: every proposed-versus-opponent comparison in all five dataset/horizon settings, with its Holm-adjusted p-value and verdict."
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,60,351,351,55,4,PASS,,"**Figure 3.** Component-level significance summary (Mann–Whitney U, Holm-corrected, 10 seeds per cell). Exactly two non-hierarchical comparisons are significant wins--OPSD 24 h against MLP and against the no-aggregation ablation--and OPSD 1"
mintou_p2_hygraph_load_forecasting,Electronics,6.2. Component Significance Across All Settings,61,353,353,76,5,PASS,,"The matrix summarizes the paper's central result. At OPSD 24 h, both the external comparison and the aggregation-existence comparison separate significantly. At the 1 h settings, TemporalOnly is nominally worse than the full model but the d"
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,62,357,357,57,3,PASS,,This section reports the result we did not want but consider the paper's most broadly useful contribution. The project's original hypothesis was that hyperbolic geometry — Poincaré-ball embeddings with learnable curvature — would encode lat
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,63,363,363,99,4,PASS,,"Together with the TemporalOnly separation in Section 6.1, the evidence supports a narrower attribution: cross-series aggregation is useful in the OPSD day-ahead setting, whereas no difference among the tested weighting schemes is resolved a"
mintou_p2_hygraph_load_forecasting,Electronics,6.3. The Weight-Form Inseparability: An Honest Negative Finding,64,365,365,67,4,PASS,,"We note what this finding is not. It is not evidence that weight form never matters — larger pools, sparser cross-correlations, or genuinely tree-structured populations might separate the variants (Section 8). The protocol detected the obse"
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,65,369,369,51,3,PASS,,"The Ausgrid experiment uses an exact hierarchy built from the 12 selected complete customers: four deterministic postcode-sorted groups each sum three leaves, and the root sums all 12. Figure 4 makes the 17-by-12 summing structure explicit;"
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,66,373,373,30,2,PASS,,**Figure 4.** Corrected Ausgrid hierarchy. The four intermediate series and the system total are deterministic sums of the same 12 leaves used by every forecasting method; no outside customer enters an aggregate.
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,67,375,375,111,8,REVISE,P1_STRONG_CLAIM_CHECK,"Each model first forecasts all 17 nodes independently. Base forecasts are then compared with bottom-up aggregation, top-down allocation using training-period leaf proportions, and the OLS projection $S(S^{\mathsf T}S)^{-1}S^{\mathsf T}\hat "
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,68,379,379,38,2,PASS,,"**Figure 5.** (a) Hierarchy-weighted sMAPE under independent, bottom-up, and OLS-reconciled forecasts (ten seeds per model). (b) Mean structural violation. Bottom-up and OLS enforce exact coherence, but DLinear remains more accurate than CS"
mintou_p2_hygraph_load_forecasting,Electronics,6.4. The Hierarchical Setting: Where the Method Loses,69,381,381,70,4,PASS,,"The corrected result strengthens the boundary claim rather than the method claim. Cross-series aggregation helps on the six-country OPSD pool at 24 h, where national loads supply mutually informative context. On the exact customer hierarchy"
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,70,385,385,87,7,PASS,,"The remaining cells of Figure 3 complete the boundary map. On OPSD 1 h, the MLP significantly beats CSA-LoadNet (0.010155 versus 0.010689 mean MAPE; primary Holm $p=0.0348$). The post-freeze paired sensitivity agrees: CSA-minus-MLP MAPE is "
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,71,387,387,65,5,PASS,,Figure 6 expresses the five primary comparisons as seed-paired relative error changes. Positive values favor CSA-LoadNet. Only OPSD 24 h combines a positive mean effect with corrected significance. OPSD 1 h and the corrected Ausgrid hierarc
mintou_p2_hygraph_load_forecasting,Electronics,6.5. Short-Horizon and SimBench Boundaries,72,391,391,57,4,PASS,,**Figure 6.** Seed-paired relative reduction in each dataset's primary error for CSA-LoadNet against the named comparator. Bars show the mean and error bars show the standard deviation across matched seeds; positive values favor CSA-LoadNet
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,73,395,395,100,5,REVISE,P1_STRONG_CLAIM_CHECK,Figure 7 replaces selective pairwise reading with a complete current rank profile. Every available model is ranked by the prespecified primary metric in each of the five dataset--horizon settings; the Ausgrid column uses the exact hierarchy
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,74,399,399,41,4,PASS,,**Figure 7.** Ranks by dataset-specific primary error. Rank 1 is the lowest mean error within a column. Dashes mark methods absent from an experiment. Non-hierarchical cells use the ten-seed OPSD and SimBench leaderboards; the Ausgrid colum
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,75,401,401,65,3,PASS,,The run-time profile in Figure 8 supplies the computational counterpart. The same compact architecture is inexpensive on OPSD and SimBench and slower on the 17-series Ausgrid hierarchy. The y-axis intentionally retains each dataset's primar
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,76,405,405,32,3,PASS,,"**Figure 8.** Mean wall-clock time and dataset-specific primary error for CSA-LoadNet at each evaluated horizon. The x-axis is logarithmic. Timings are interpreted within dataset and execution environment, not across CPU and GPU blocks."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,77,407,407,22,1,PASS,,"**Table 5.** Stability summary across the complete primary-metric comparisons. ""Supported"" requires Holm-adjusted (p<0.05); a nominal mean ordering without corrected separation is not counted."
mintou_p2_hygraph_load_forecasting,Electronics,6.6. Cross-Setting Rank and Compute Profiles,78,417,417,40,3,PASS,,"The table and rank profile make the generalization ceiling explicit. The supported contribution is a narrow day-ahead aggregation effect on OPSD, accompanied by two statistically adverse settings and two unresolved settings. More elaborate "
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,79,425,425,77,4,PASS,,The experiments support claims at three different levels. The strongest evidence is the ten-seed decision set with within-setting multiplicity correction: it supports cross-series aggregation over the MLP and no-aggregation controls on OPSD
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,80,427,427,64,4,PASS,,The exact Ausgrid experiment answers a different question. It constructs all four regional aggregates and the root from the same 12 leaves and applies common reconciliation transformations to every method. Bottom-up and OLS reconciliation r
mintou_p2_hygraph_load_forecasting,Electronics,7.1. Evidence Hierarchy and Claim Calibration,81,429,429,62,3,PASS,,This hierarchy of evidence prevents a favorable day-ahead cell from becoming a general architecture claim. It also produces an actionable design conclusion: pool context is useful when regional series share predictive structure over the lon
mintou_p2_hygraph_load_forecasting,Electronics,7.2. Why Aggregation Helps at 24 h and Not at 1 h,82,433,433,141,5,PASS,,"The horizon asymmetry in Figure 3 admits a simple reading. At one-hour lead, each country's own most recent observations carry nearly all recoverable information, and any capacity spent on pool context competes with capacity spent on the ta"
mintou_p2_hygraph_load_forecasting,Electronics,7.3. Implications for the Cross-Series Forecasting Literature,83,437,437,85,5,PASS,,"Our results neither reject cross-series modeling nor support additional weighting complexity. In the OPSD multi-region day-ahead setting, aggregation improves MAPE by 6.5% and survives both the prespecified test and paired sensitivity analy"
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,84,455,455,81,5,PASS,,"This study determines which components of a cross-series attention forecaster earn empirical support. On the public six-country OPSD benchmark, CSA-LoadNet significantly outperforms the ten-seed MLP comparator at 24 h (mean MAPE 0.0323 vers"
mintou_p2_hygraph_load_forecasting,Electronics,9. Conclusions,85,457,457,113,6,PASS,,"The form of the aggregation weights is not supported as a differentiator. No difference among hyperbolic, Euclidean, equal-weight, and fixed-curvature variants is resolved in the tested non-hierarchical settings; equivalence was not tested."
mintou_p2_hygraph_load_forecasting,Electronics,Author Contributions,86,463,463,38,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: assign the CRediT roles to Jieyun Zheng, Linyao Zhang, Zhanghuang Zhang, Zhuolin Chen, and Ying Shi, and obtain approval from every author.] All authors have read and agreed to the published version of the manuscript"
mintou_p2_hygraph_load_forecasting,Electronics,Funding,87,467,467,20,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: insert the verified funder, grant number, and APC funder, or state ""This research received no external funding.""]"
mintou_p2_hygraph_load_forecasting,Electronics,Data Availability Statement,88,479,479,103,4,PASS,,"All datasets used in this study are public: the Open Power System Data 60 min package (https://open-power-system-data.org) [29], SimBench load profiles (https://simbench.de) [30], and Ausgrid solar-home electricity data (https://www.ausgrid"
mintou_p2_hygraph_load_forecasting,Electronics,Acknowledgments,89,483,483,60,3,PASS,,"During the preparation of this manuscript, the authors used Claude (Anthropic) for language drafting and editing and for assistance in preparing analysis and figure-generation code. All experimental designs, data processing steps, numerical"
mintou_p2_hygraph_load_forecasting,Electronics,Conflicts of Interest,90,487,487,7,1,PASS,,The authors declare no conflicts of interest.
