paper,target_journal,section,paragraph_id,sentence_id,line_start,word_count,status,issue_codes,suggestion_zh,sentence
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,5,19,30,21,PASS,,,Grid planning departments and investment review boards require both portfolio-level optimization and a reviewable account of the moves producing a recommendation.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,6,20,32,15,PASS,,,BiLo-NSGA retains a standard NSGA-II kernel and changes the variation stage through project-level local search.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,6,21,32,11,PASS,,,The forward pass inserts an affordable project while budget slack remains.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,6,22,32,28,PASS,,,"The backward-side operation is an atomic substitution: it tentatively removes a weak selected project, inserts the strongest affordable replacement, and accepts or rejects the pair as one move."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,6,23,32,23,PASS,,,"Dependency bonuses guide insertions toward open project groups, deterministic recovery repairs budget violations, and every accepted insertion, substitution, or repair drop is logged."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,6,24,32,11,PASS,,,The trail therefore records project decisions rather than abstract numeric perturbations.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,25,34,15,PASS,,,We state at the outset that the local search is *forward-dominant rather than uniformly beneficial*.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,26,34,28,PASS,,,"Removing forward insertion is harmful in three scenarios under the primary family, but the ablation has the higher pooled mean because other settings move nominally in its favor."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,27,34,34,PASS,,,"Removing atomic substitution raises the pooled mean by 0.61%, but the contrast remains unresolved under the declared family; replacing it with legacy standalone deletion raises the pooled mean by 0.22%, and that contrast also remains unresolved."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,28,34,12,PASS,,,"Substitution is retained for review semantics, not claimed as an accuracy mechanism."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,29,34,15,PASS,,,A budget-indexed cross-scenario diagnostic ranges from a -0.64% NSGA-II margin at 0.75x to +3.30% in the 1.20x large-pool-labeled setting.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,7,30,34,16,PASS,,,"Because scalar weights also vary, this is a boundary description rather than a causal budget effect."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,8,31,36,11,PASS,,,A second obstacle is the scarcity of public grid investment-review records.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,8,32,36,12,PASS,,,We therefore construct a reproducible benchmark of 120 candidate projects in six archetypes.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,8,33,36,18,PASS,,,"The candidates are derived deterministically from RTS-GMLC production-cost data, SimBench distribution-network data, and cached public NERC report metadata."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,8,34,36,11,PASS,,,"Eight scenarios vary the budget (0.75x--1.20x nominal), candidate-pool composition, and dependency structure."
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,8,35,36,23,PASS,,,The candidate-derivation pipeline is shared with a companion study of the methodologically distinct TRACE-MOEA; Section 2.4 and the Data Availability statement disclose this relationship.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,9,36,38,6,PASS,,,The contributions of this paper are:
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,37,45,9,PASS,,,The remainder of the paper is organized as follows.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,38,45,4,PASS,,,Section 2 reviews related work.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,39,45,9,PASS,,,Section 3 formalizes the problem and describes the public benchmark.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,40,45,3,PASS,,,Section 4 presents BiLo-NSGA.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,41,45,5,PASS,,,Section 5 details the experimental protocol.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,42,45,3,PASS,,,Section 6 reports results.
mintou_p6_bilonsga_project_review,Applied Sciences,1. Introduction,10,43,45,10,PASS,,,"Section 7 discusses the findings, Section 8 states limitations, and Section 9 concludes."
mintou_p6_bilonsga_project_review,Applied Sciences,2. Related Work,11,44,51,32,PASS,,,"Our work sits at the intersection of three research threads: budget-constrained combinatorial optimization and project portfolio selection, investment planning and project review practice in power grids, and local-search-enhanced multi-objective evolutionary algorithms (MOEAs)."
mintou_p6_bilonsga_project_review,Applied Sciences,2. Related Work,11,45,51,18,PASS,,,We review each thread in turn and then position BiLo-NSGA against them and against its companion method TRACE-MOEA.
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,12,46,55,19,PASS,,,Selecting items under a budget is the multi-objective knapsack setting used by Zitzler and Thiele [1] to compare Pareto-based schemes.
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,12,47,55,7,PASS,,,Problem-aware search is important in this landscape.
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,12,48,55,25,PASS,,,"Jaszkiewicz [2] shows that local search over scalarizing functions can improve on purely recombinative MOEAs, a result reviewed by Lust and Teghem [3] and later knapsack taxonomies [4]."
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,12,49,55,7,PASS,,,Many-objective knapsack problems further challenge standard MOEAs [5].
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,13,50,57,6,PASS,,,Portfolio studies respond with tailored search.
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,13,51,57,22,PASS,,,"Doerner et al. [6] apply Pareto ant colony optimization, while Carazo et al. [7] model dependencies, schedules, and resource limits with explicit feasibility handling."
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,13,52,57,13,PASS,,,Energy applications include coupled risk–benefit portfolios [8] and hybrid exact–heuristic investment planning [9].
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,13,53,57,11,PASS,,,These methods usually enforce budgets after variation through penalties or repair.
mintou_p6_bilonsga_project_review,Applied Sciences,2.1. Budget-Constrained Combinatorial Optimization and Project Portfolio Selection,13,54,57,19,PASS,,,"They do not define the neighborhood itself as insertion under slack, deletion under violation, and substitution near budget parity."
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,14,55,61,10,PASS,,,Grid investment research divides between expansion optimization and multi-criteria review.
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,14,56,61,22,PASS,,,"Optimization studies coordinate transmission and storage [10], value reliability through interruption cost [11], assess grid-side storage returns [12], and balance battery investment against operating benefit [13]."
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,14,57,61,24,PASS,,,These formulations usually size a specific asset class from a small set of alternatives rather than select from more than one hundred heterogeneous projects.
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,15,58,63,7,PASS,,,Review practice commonly uses AHP [14] and TOPSIS [15].
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,15,59,63,16,PASS,,,"Recent extensions add objective weighting and explainability [16], while site-selection reviews show growing use of multi-objective optimization [17]."
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,15,60,63,15,PASS,,,"MCDM is traceable but scores projects largely independently, so it misses budget crowding-out and dependencies."
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,15,61,63,17,PASS,,,Simulation-based assessments of substations and commissioning delays [18] add network context but do not solve the portfolio search.
mintou_p6_bilonsga_project_review,Applied Sciences,2.2. Power Grid Investment Planning and Project Review Decision Methods,15,62,63,13,PASS,,,The open gap is therefore a portfolio-aware method with a reviewable decision path [19].
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,16,63,67,11,PASS,,,Hybridizing evolutionary search with local refinement is a long-standing multi-objective strategy.
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,16,64,67,28,PASS,,,"Ishibuchi and Murata [20] apply weighted-sum local moves after genetic variation, while Knowles and Corne [21] show that a $(1+1)$ local search with a Pareto archive can approximate nondominated fronts competitively."
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,16,65,67,22,PASS,,,"NSGA-II [22], MOEA/D [23], and NSGA-III [24] rely primarily on selection and recombination; Neri and Cotta [25] survey the many memetic extensions built around them."
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,17,66,69,16,PASS,,,"Power-system studies apply improved NSGA-II variants to distribution-network co-optimization [26], offshore-wind storage configuration [27], and resilient backbone-grid planning [28]."
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,17,67,69,9,PASS,,,Enhanced swarm methods address storage planning [29] and transmission expansion [30].
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,17,68,69,20,PASS,,,"These methods modify initialization, operators, or stages, but their local moves, when present, remain numeric perturbations inherited from continuous benchmarks."
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,18,69,71,9,PASS,,,Portfolio-scheduling studies also combine NSGA-II with Pareto local search [31].
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,18,70,71,11,PASS,,,More recent methods tailor local refinement to cardinality and pre-assignment constraints [32].
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,18,71,71,20,PASS,,,"However, these hybrids neither express moves as adding, removing, or substituting a reviewable project nor retain the accepted move sequence."
mintou_p6_bilonsga_project_review,Applied Sciences,2.3. Local-Search-Enhanced Multi-Objective Evolutionary Algorithms,18,72,71,9,PASS,,,BiLo-NSGA treats that domain-level trajectory as a traceable output.
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,19,73,75,14,PASS,,,"TRACE-MOEA addresses power-grid project review through preference-adaptive ranking, review-rule repair, and a trace archive."
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,19,74,75,7,PASS,,,Its contribution acts at selection and ranking.
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,19,75,75,14,PASS,,,"BiLo-NSGA instead changes variation through forward insertion, atomic substitution, dependency-aware bonuses, and feasibility recovery."
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,19,76,75,15,PASS,,,The two studies share the versioned candidate generator and the public NERC and MTEP16 source corpora.
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,19,77,75,16,PASS,,,"Their problem objectives, algorithm implementations, scenario definitions, run archives, selected portfolios, and reported comparisons are paper-specific."
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,20,78,77,5,PASS,,,The resulting gap is specific.
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,20,79,77,11,PASS,,,Existing knapsack MOEAs generally handle budgets through penalties or post-variation repair.
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,20,80,77,18,PASS,,,"Grid MCDM is traceable but portfolio-blind, and memetic MOEAs express refinement numerically rather than as reviewable project decisions."
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,20,81,77,16,PASS,,,"BiLo-NSGA combines non-dominated sorting with forward insertion, atomic replacement, feasibility recovery, and a per-move decision trace."
mintou_p6_bilonsga_project_review,Applied Sciences,2.4. Relation to TRACE-MOEA and Gap Statement,20,82,77,12,PASS,,,The claim concerns this intersection rather than universal superiority over memetic optimization.
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,21,83,85,8,PASS,,,"Let $\mathcal{C} = \{c_1, \dots, c_n\}$ be the candidate pool."
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,21,84,85,21,PASS,,,"Each project has cost $k_i$, reliability benefit $r_i$, renewable-accommodation benefit $g_i$, load-support value, compliance and evidence scores, and schedule and implementation risks combined as $\rho_i$."
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,21,85,85,12,PASS,,,A dependency-group label links projects from the same zone- or feeder-level program.
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,21,86,85,15,PASS,,,"A review decision is a binary vector $x \in \{0,1\}^n$, where $x_i = 1$ means project $c_i$ is funded."
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,21,87,85,5,PASS,,,The review board's problem is:
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,22,88,91,6,PASS,,,subject to the **hard budget constraint**
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,23,89,103,18,PASS,,,"The four minimization objectives are thus total cost, negated reliability benefit, negated renewable benefit, and mean per-project risk."
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,23,90,103,44,PASS,,,"The budget is not a soft preference: portfolios exceeding $B$ are not fundable, which is why the benchmark evaluates only the feasible non-dominated front (Section 5.3) and why the method design treats budget slack and violation as first-class quantities that shape the search neighborhood (Section 4)."
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,24,91,105,22,PASS,,,A portfolio $x$ dominates $x'$ when it is at least as good in all four objectives and better in at least one.
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,24,92,105,11,PASS,,,The non-dominated front contains mutually non-dominating portfolios returned by a method.
mintou_p6_bilonsga_project_review,Applied Sciences,3.1. Budget-Constrained Portfolio Review as Multi-Objective Selection,24,93,105,20,PASS,,,"Hypervolume measures the objective-space volume dominated by that front relative to a fixed reference point, rewarding both convergence and diversity."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,25,94,109,22,PASS,,,"Because real utility investment-review records are institution-internal and unavailable for publication, we derive a candidate pool deterministically from three public sources (Table 1)."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,25,95,109,11,PASS,,,The full derivation code is released; every rule below is inspectable.
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,96,120,20,PASS,,,"RTS-GMLC zone-level aggregates of load, branch ratings, permanent-outage rates, generator capacity, and renewable share generate three candidate archetypes per zone."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,97,120,30,PASS,,,"Analytic functions map these aggregates to costs and benefits; for example, reinforcement benefit scales with outage pressure, while renewable-support benefit scales with the gap between load and installed renewable capacity."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,98,120,20,PASS,,,"From SimBench, the sixteen subnets with the highest combined load and line-length stress each yield feeder-reinforcement, storage-flexibility, and protection-automation candidates."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,99,120,12,PASS,,,"Their attributes depend on subnet load, line count, and the distributed-energy-resource gap."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,100,120,10,PASS,,,NERC report metadata then adjusts attributes at the project-kind level.
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,26,101,120,20,PASS,,,"Candidates in the same zone or feeder share a dependency group, producing 120 candidates in six kinds with a block structure."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,27,102,122,9,PASS,,,We emphasize what this construction is and is not.
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,27,103,122,25,PASS,,,"It is a *reproducible, public, engineering-plausible proxy* for the review problem -- every attribute traces to public grid statistics or public reliability-report metadata through published rules."
mintou_p6_bilonsga_project_review,Applied Sciences,3.2. Benchmark Construction from Public Data,27,104,122,22,PASS,,,"It is not a set of expert-labeled review outcomes, and its cost coefficients are in synthetic cost units, not calibrated currency (Section 8)."
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,28,105,126,27,PASS,,,"Eight experiments exercise the pool along three axes -- budget envelope, pool composition, and dependency structure -- while the evaluation itself (objectives, hypervolume computation) is identical across experiments (Table 2)."
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,28,106,126,7,PASS,,,The nominal budget is $B = 1020$ cost units.
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,29,107,128,5,PASS,,,**Table 2.** The eight review scenarios.
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,29,108,128,9,PASS,,,Pool filters restrict candidate kinds; the evaluation never changes.
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,30,109,141,11,PASS,,,"Five experiments use the full candidate pool at budget multipliers 0.75x, 0.88x, 1.00x, 1.00x, and 1.20x."
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,30,110,141,16,PASS,,,"Their labels also alter scalar weights used by some methods, and their random streams are independent."
mintou_p6_bilonsga_project_review,Applied Sciences,3.3. Review Scenarios,30,111,141,15,PASS,,,Section 6.2 therefore treats them as a budget-indexed cross-scenario diagnostic rather than a controlled budget-only experiment.
mintou_p6_bilonsga_project_review,Applied Sciences,3.4. Shared Public Benchmark Statement,31,112,145,8,PASS,,,The Section 3.2 candidate pipeline is shared with TRACE-MOEA.
mintou_p6_bilonsga_project_review,Applied Sciences,3.4. Shared Public Benchmark Statement,31,113,145,17,PASS,,,Both studies also use the same public NERC corpus and MTEP16 source records for separately executed consistency checks.
mintou_p6_bilonsga_project_review,Applied Sciences,3.4. Shared Public Benchmark Statement,31,114,145,17,PASS,,,"Problem objectives, method implementations, scenarios, run records, selected portfolios, and reported comparisons are specific to each paper."
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,32,115,151,13,PASS,,,Figure 1 places two project-vocabulary moves between global offspring generation and dependency-aware feasibility recovery.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,32,116,151,5,PASS,,,Forward insertion spends useful slack.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,32,117,151,17,PASS,,,Atomic substitution removes one weak selection and evaluates one affordable replacement before either change can be committed.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,32,118,151,15,PASS,,,The candidates then compete under the same constrained non-dominated sorting rule as the baseline kernel.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,32,119,151,17,PASS,,,Forward insertion produces the only significant local-operator gains; substitution supplies review semantics without a demonstrated hypervolume gain.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,33,120,155,3,PASS,,,**Figure 1.** BiLo-NSGA architecture.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,33,121,155,7,PASS,,,The feedback arrow denotes the next generation.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,33,122,155,12,PASS,,,The lower strip identifies sensitivity and external-consistency analyses rather than optimization inputs.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,34,123,157,28,PASS,,,"BiLo-NSGA is a memetic multi-objective algorithm: a standard non-dominated sorting kernel provides global search and Pareto pressure, and project-vocabulary local moves provide budget-aware intensification and recorded decision events."
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,34,124,157,14,PASS,,,"Each component below is individually switchable, enabling the one-switch and legacy-rule comparisons in Section 6.3."
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,35,125,159,13,PASS,,,"**Formal definitions.** Let \(x\in\{0,1\}^{n}\) and define remaining budget and violation as"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,36,126,166,13,PASS,,,"With normalized minimized objectives, the acceptance scalar used *inside local search only* is"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,37,127,172,10,PASS,,,"For an unselected affordable project, the dependency-aware insertion score is"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,38,128,179,7,PASS,,,The forward proposal and acceptance rule are
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,39,129,191,8,REVISE,P1_STRONG_CLAIM_CHECK,核验独创性/因果/证明性措辞，并补直接证据或降格为观察性表述,"For atomic substitution, first select a removal candidate"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,40,130,198,7,PASS,,,"The affordable replacement set excludes that project,"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,41,131,204,11,PASS,,,"and $j^+=\operatorname*{arg\,max}_{j\in\mathcal A(x^-)}R_j^+(x^-)$."
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,41,132,204,4,PASS,,,The pair is atomic:
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,42,133,213,11,PASS,,,Otherwise both tentative edits are rolled back and the pass stops.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,42,134,213,20,PASS,,,Thus the proposed method never accepts a standalone backward deletion; that legacy rule is retained only as a named ablation.
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,43,135,215,13,PASS,,,Feasibility recovery applies the same deletion ranking without the improvement test until \(v_B(x)=0\).
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,43,136,215,9,PASS,,,"For local depths \(D_+\) and \(D_-\), a direct scan implementation costs"
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,44,137,221,8,PASS,,,"per selected offspring, in addition to objective evaluation."
mintou_p6_bilonsga_project_review,Applied Sciences,4. BiLo-NSGA,44,138,221,17,PASS,,,"The current implementation uses \(D_+=8\), \(D_-=4\); this complexity expression does not imply that both directions produce equal empirical benefit."
mintou_p6_bilonsga_project_review,Applied Sciences,4.1. Non-Dominated Sorting Kernel,45,139,225,15,PASS,,,The kernel is a binary NSGA-II with uniform crossover and bit-flip mutation at rate $1/n$.
mintou_p6_bilonsga_project_review,Applied Sciences,4.1. Non-Dominated Sorting Kernel,45,140,225,14,PASS,,,Constraint dominance ranks feasible solutions above infeasible ones and compares infeasible solutions by violation.
mintou_p6_bilonsga_project_review,Applied Sciences,4.1. Non-Dominated Sorting Kernel,45,141,225,8,PASS,,,Crowding distance truncates the population to 40 over 40 generations.
