blind_item_id,dataset,source_question_id,template_family,split,annotation_status,human_reviewed,sealed,result_sha256,sql_sha256
MAHR-8BCB8B72B637,SimBench,SB-AUTO-006,asset_inventory,development_candidate,AUTO_CANDIDATE,False,False,db5805b048c51e593a32beb4cd5ea79c7abbe121a0e7b989e13a3db0e6b515ee,447496dce4e0a65c6ec8068a54bffb5c9b95ffe873abe936ddb38bcae339cfe6
MAHR-50D2516FE708,SimBench,SB-AUTO-007,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,61cdd0ceb07ec8a104da1b64fc7821c021ee80cb1127e74b9bf2a2f821c8eb1c,ddf94b9ac12b6b49d88c7259e76fc68b8904174b8ef6931c13b9007970870be2
MAHR-31E5621EC23F,SimBench,SB-AUTO-008,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,b6863ac99a0106dc5881cb68f8fa367610e38c74d9e995848b235e75c7257de0,f1ec43069f5189dedd7c9af07300b9201e67c37a3e855b750d99906e3cbd538a
MAHR-26AEECD5281D,SimBench,SB-AUTO-009,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,50dcccd6ff6e0a9410e8a6c9a3e9f1fa25442b275eb445c77ce4111f904172f3,04cf0b13d59c116fb761d1293727516f1df393c166e2528e1b252a8cb2e98860
MAHR-67C2361239BD,SimBench,SB-AUTO-010,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,a91a1ab30d4c6ac58c181f32acd2fcf5a2f83165526402a4df03dde0720ff7ef,4af151f3172074f7da2ecf035dcbbf3350c41b873d5e13309b73f246d254525d
MAHR-A7DED63766D7,SimBench,SB-AUTO-011,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,6137d0f0abf5bbde14a80f105d6d650a93173aaf797edbc097458d3f2c229b55,2bade8501bb58875a51ccd46725ee185680e5ea8daf77640b02d80a607870ed0
MAHR-918C3D145C54,SimBench,SB-AUTO-012,threshold_filter,development_candidate,AUTO_CANDIDATE,False,False,14efcba64bd6ed2b55d352528e48cb6ec2620495c4477a2e492c5c81a0bd8068,ac417968f24d541fdc457dcc2b58fb5c2091aadabef77c995059462e68b5abfa
MAHR-2CB5C286A9AE,SimBench,SB-AUTO-013,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,650ed17765ea92e95af71338ddef48b3e52431b18e300d4673947fffc1b52ea7,f8b774c8cacd0b83231af813cc6ef4550ac8fd07218eab4ab60199eaa2d12da1
MAHR-B3DB44D5E2DB,SimBench,SB-AUTO-014,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,7e08ec4824e50eefedbb3f340b9272d69e0e319d57f2f11f9d6c44992a9d058e,4308c22b488b35eb86653d53207710e7bbe363870d74a1e16cdadd5d0da8a78e
MAHR-B9BBE1CE2191,SimBench,SB-AUTO-015,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,4df6c89e1166a34e81d7ca6140dd69efd473e6640814e6ac86d4dc87f014aaf7,4c50c307fa9b0b223336415294478fdf0602c044b5d7405a65512e8790bf807b
MAHR-3259C71FC6D9,SimBench,SB-AUTO-016,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,e255079b0462b7df39d8b64b9eaa0a9039c7bfbfb752b70d78de0c6b348dc185,4151726b74ec38e3ef29c20c84e7a15a190318d8b3133bc763761dcbb50561c2
MAHR-61FDEAB1819D,SimBench,SB-AUTO-017,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,0c59d0765844b38e66fc44db41a8ec176ad00eb0aa2556e4b15a58d24685fe75,9550c136cdfc281138adcc676e28d50ef5bad3745344f6480065660278bde544
MAHR-85675B4773A8,SimBench,SB-AUTO-018,asset_aggregation,evaluation_candidate,AUTO_CANDIDATE,False,False,19c4314968e27efd3a664f45e8176e66defda1b8bc6d5b82d4fde0a72cc7273e,5db5644c8a75021be79741fd15194102981b8e4fc78547b93146c61fef202407
MAHR-E7AAD2BD64EF,SimBench,SB-AUTO-019,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,943841fce07479cdb2c334e7b7dfa3b860be466b2c39d8b2dddb59f630819b81,2828eda49121418e2685ea1faf236f10442d8beb3d5c0277a1ec1322f727f44b
MAHR-202467C28738,SimBench,SB-AUTO-020,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,b0ed8e80f97ff712f35a3d41446e4a2cb4dc2ac91ee602114c3f961efdc43467,d9373082533bf3549f98dc68020165d5c8e6a456a3e7fdbafeee167d80910d71
MAHR-638BE375AF10,SimBench,SB-AUTO-021,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,7cee2c5d3d09fe1ff185c81d0cb783eb1729c1f3906b899d0fc777156918b9fe,3d489a8ce35ca46dbc7428dcc5e3f6aeef77830508af1f85bc79fd1186aa1946
MAHR-EDF27D69C63B,SimBench,SB-AUTO-022,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,70e33f1cc9b4d18d066ff7f9f174c996c64fd9ce078636d9f99abedb2ae1e31a,679b98ce4913c9a9e7217d47e5eb8a036c7dab1e66524f5ac70f100592043d69
MAHR-2D833A901CE2,SimBench,SB-AUTO-023,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,79405857dd2daafc79d565ca2f7481b1c9c97514f8c609d70e82b881ddf9dc13,9cada7ba2cf3b4a454a6a6019141ca0c8c54382e4ebe1217a4601ad65ad55b9e
MAHR-AD72111CC98C,SimBench,SB-AUTO-024,cross_asset_join,evaluation_candidate,AUTO_CANDIDATE,False,False,a5ff90d9de38b0d41b7a2c7586078be8743cff83bb62d0fcffd1ba05650954d9,9b73c3890b7c62b9d6133043e621f3414d6db28744eef32166b55ff1c825b9bf
MAHR-29D559EA9DED,SimBench,SB-AUTO-025,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,50cfde9835a08204c9ffb9a5f0dcbb3b6ae70a6d1167f5721e4610185572c069,854c3a32a505371372aa951e66cfaf26e1448186255f3c09f51a72b25c330599
MAHR-C1D5320FBEC0,SimBench,SB-AUTO-026,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,71077362ede49b815fd549649c888a700aee495bfe10752eb93ebd5d5078cebd,5902785c18af5070bb5c76d0de4e36d5872d524c0710824d364e4999db60a14b
MAHR-6CCF4086593B,SimBench,SB-AUTO-027,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,2c0b5cb25adfb1c8a66badea6e3280eb9ec4130ddf592c5bb9a632fb6ddd96d1,3ad56e602222c98b5e0ba4908286fcf6a7bca86ef5e2b9c51fcc2529a835f619
MAHR-AC35D8DC7762,SimBench,SB-AUTO-028,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,95f8a11a5b374becfaee807418f448c7aa0a362b47193cbf60b6d35072cbff15,a37070998c5038345ba0b6b56992b6a61113c9e91569c7e2f381284f8d762346
MAHR-5D7652D6F7B5,SimBench,SB-AUTO-029,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,b67d6d7b99449941be33bcd9fc4d77a509404def4eda2c5bc894d30ef2895718,630214e3b7f1935d598d4bedee09c030bd2c8cd57b38b5c6fa2ee4ec1a02cf5b
MAHR-5555815B1EBA,SimBench,SB-AUTO-030,ranked_assets,evaluation_candidate,AUTO_CANDIDATE,False,False,ec732375961ca4575153fd122f8d097f1495874002dca9a88e880e5028c375b5,3e366e5f81a0f0c6796b70a5a636130259375d990542290bb6e4e48855152415
MAHR-86E4C1AF4F0A,SimBench,SB-AUTO-031,network_topology,evaluation_candidate,AUTO_CANDIDATE,False,False,0661edaae62be084bf80894bca35dbd60fc6412e531d5384f8b09f8e71c55b63,b9ed40e7a5d5e05955485a161e5115480e645193179bcada5ba502317327880f
MAHR-10F2323675BD,SimBench,SB-AUTO-032,network_topology,evaluation_candidate,AUTO_CANDIDATE,False,False,ec3acbe0b5e78108935dd28d85bd22db5aacf1cbccf17b758567cc2cbc85c86e,f7050d1804d34cfca182f10bce6091c2e709097061a6e5fd69ee68a6ada3ead0
MAHR-1D1840E3C24D,SimBench,SB-AUTO-033,network_topology,evaluation_candidate,AUTO_CANDIDATE,False,False,117a0527bb66820c3ec08263c45b68883fcf043fe138a77c2e46260b31cced4a,8a9cc4bf22fdd39c08c7f6e4975e54db13ec81f6eca8134271b30351bff249bf
MAHR-2CC4695A3971,SimBench,SB-AUTO-034,network_topology,evaluation_candidate,AUTO_CANDIDATE,False,False,944926352020f3f817f2645f8b160f704e9f6c757bb423bfeafc1e3d1dd3762d,081a20b4d8a47cac12d1eb9a76da6c94897cded90d633b7cd984c8de2c56a52f
