table,table_description,column,sqlite_type,not_null,primary_key_position,default,source,transformation_or_unit_note
branches,"AC branch topology, impedance, ratings, and outage attributes.",transient_outage_rate,REAL,False,0,,RTS_Data/SourceData/branch.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
branches,"AC branch topology, impedance, ratings, and outage attributes.",length_miles_source_value,REAL,False,0,,RTS_Data/SourceData/branch.csv,Source column is named Length; miles are suggested by RTS conventions but not independently verified in this pilot.
buses,RTS-GMLC buses and static load/geographic attributes.,bus_id,INTEGER,False,1,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,bus_name,TEXT,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,base_kv,REAL,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,bus_type,TEXT,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,mw_load,REAL,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,mvar_load,REAL,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,area,INTEGER,True,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,sub_area,REAL,False,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,zone,REAL,False,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,latitude,REAL,False,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
buses,RTS-GMLC buses and static load/geographic attributes.,longitude,REAL,False,0,,RTS_Data/SourceData/bus.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",timestamp,TEXT,True,1,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",generator_uid,TEXT,True,2,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",generation_mw,REAL,True,0,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",committed,INTEGER,True,0,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",production_cost_value,REAL,True,0,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",PLEXOS solution value retained without asserting currency or interval semantics; source documentation was insufficient for independent unit verification.
dispatch_da,"Long-form PLEXOS day-ahead all-transmission generation, commitment, and cost solution.",transmission_scenario,TEXT,True,3,,"RTS_Data/FormattedData/PLEXOS/PLEXOS_Solution/DAY_AHEAD Solution Files/allTX/{generation,commitment,cost}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",generator_uid,TEXT,False,1,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",pmax_mw,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",pmin_mw,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",qmax_mvar,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",qmin_mvar,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",min_down_time_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",min_up_time_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",ramp_rate_mw_per_min,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",cold_start_time_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",warm_start_time_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",hot_start_time_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",forced_outage_rate,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",mean_time_to_failure_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",mean_time_to_repair_hr,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_constraints,"Unit operating, ramping, start-time, and outage constraints.",scheduled_maintenance_weeks,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",generator_uid,TEXT,False,1,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",fuel_price_usd_per_mmbtu,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",nonfuel_start_cost_usd,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",nonfuel_shutdown_cost_usd,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",variable_om_source_value,REAL,False,0,,RTS_Data/SourceData/gen.csv,Source VOM value retained; unit not independently verified in this pilot.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",output_fraction_0,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",output_fraction_1,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",output_fraction_2,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",output_fraction_3,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",average_heat_rate_0,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",incremental_heat_rate_1,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",incremental_heat_rate_2,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generator_costs,"Fuel, start/shutdown, O&M, and heat-rate source values.",incremental_heat_rate_3,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",generator_uid,TEXT,False,1,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",bus_id,INTEGER,True,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",generator_id,TEXT,True,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",unit_group,TEXT,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",unit_type,TEXT,True,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",category,TEXT,True,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",fuel,TEXT,True,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",initial_mw,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
generators,"Generator identity, classification, fuel, bus, and initial injection.",initial_mvar,REAL,False,0,,RTS_Data/SourceData/gen.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
load_timeseries_da,Long-form day-ahead regional load series for 2020.,timestamp,TEXT,True,1,,RTS_Data/timeseries_data_files/Load/DAY_AHEAD_regional_Load.csv,Derived deterministically as local calendar date plus Period-1 hours; source does not provide a timezone.
load_timeseries_da,Long-form day-ahead regional load series for 2020.,period,INTEGER,True,0,,RTS_Data/timeseries_data_files/Load/DAY_AHEAD_regional_Load.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
load_timeseries_da,Long-form day-ahead regional load series for 2020.,region,INTEGER,True,2,,RTS_Data/timeseries_data_files/Load/DAY_AHEAD_regional_Load.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
load_timeseries_da,Long-form day-ahead regional load series for 2020.,load_mw,REAL,True,0,,RTS_Data/timeseries_data_files/Load/DAY_AHEAD_regional_Load.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
renewable_availability_da,Long-form day-ahead WIND/PV availability series for 2020.,timestamp,TEXT,True,1,,"RTS_Data/timeseries_data_files/{WIND,PV}/DAY_AHEAD_*.csv",Derived deterministically as local calendar date plus Period-1 hours; source does not provide a timezone.
renewable_availability_da,Long-form day-ahead WIND/PV availability series for 2020.,period,INTEGER,True,0,,"RTS_Data/timeseries_data_files/{WIND,PV}/DAY_AHEAD_*.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
renewable_availability_da,Long-form day-ahead WIND/PV availability series for 2020.,generator_uid,TEXT,True,2,,"RTS_Data/timeseries_data_files/{WIND,PV}/DAY_AHEAD_*.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
renewable_availability_da,Long-form day-ahead WIND/PV availability series for 2020.,resource_type,TEXT,True,0,,"RTS_Data/timeseries_data_files/{WIND,PV}/DAY_AHEAD_*.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
renewable_availability_da,Long-form day-ahead WIND/PV availability series for 2020.,available_mw,REAL,True,0,,"RTS_Data/timeseries_data_files/{WIND,PV}/DAY_AHEAD_*.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,reserve_product,TEXT,False,1,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,timeframe_sec,REAL,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,static_requirement_mw,REAL,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,eligible_regions,TEXT,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,eligible_device_categories,TEXT,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,eligible_device_subcategories,TEXT,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_products,Static reserve-product definitions and eligibility.,direction,TEXT,False,0,,RTS_Data/SourceData/reserves.csv,Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_requirements_da,Long-form day-ahead spinning reserve requirements by region product.,timestamp,TEXT,True,1,,"RTS_Data/timeseries_data_files/Reserves/DAY_AHEAD_regional_Spin_Up_R{1,2,3}.csv",Derived deterministically as local calendar date plus Period-1 hours; source does not provide a timezone.
reserve_requirements_da,Long-form day-ahead spinning reserve requirements by region product.,period,INTEGER,True,0,,"RTS_Data/timeseries_data_files/Reserves/DAY_AHEAD_regional_Spin_Up_R{1,2,3}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_requirements_da,Long-form day-ahead spinning reserve requirements by region product.,reserve_product,TEXT,True,2,,"RTS_Data/timeseries_data_files/Reserves/DAY_AHEAD_regional_Spin_Up_R{1,2,3}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
reserve_requirements_da,Long-form day-ahead spinning reserve requirements by region product.,requirement_mw,REAL,True,0,,"RTS_Data/timeseries_data_files/Reserves/DAY_AHEAD_regional_Spin_Up_R{1,2,3}.csv",Directly renamed/cast from the documented source table; consult original RTS-GMLC headers for units.
