timestamp,load_mw,wind_mw,solar_mw,renewable_share,curtailment_risk_target,source_status
1/1/24 7:00,8966.26423110,149.58228059,0.00000000,0.01668279,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/24 8:00,9359.71859898,149.90824903,399.00897360,0.05864677,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/24 9:00,9859.12182849,149.03419636,1098.04507118,0.12648989,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 0:00,9486.51762884,81.37859952,0.00000000,0.00857834,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 10:00,10877.70155777,85.09118057,1967.71719401,0.18871711,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 11:00,10897.26705670,85.65935320,2426.40999848,0.23052288,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 12:00,10850.30362013,86.67344549,2646.69821821,0.25191661,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 13:00,10798.11758584,90.02399241,2648.36830189,0.25359904,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 14:00,10688.59759815,95.68309033,2452.62095279,0.23841332,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 15:00,10658.08954523,102.94801251,1916.51498905,0.18947702,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 16:00,10610.76953882,111.11603216,1364.59946890,0.13907714,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 17:00,12146.35824873,119.48442251,0.00000000,0.00983706,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 18:00,13054.59387084,127.35045680,0.00000000,0.00975522,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 19:00,12847.77559894,133.92124941,0.00000000,0.01042369,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 1:00,8980.68933553,86.82552209,0.00000000,0.00966802,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 20:00,12581.46997496,138.46439980,0.00000000,0.01100542,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 21:00,12050.15983449,141.63418970,0.00000000,0.01175372,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 22:00,11265.00324719,144.37685032,0.00000000,0.01281641,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 23:00,10285.14934927,149.72424675,0.00000000,0.01455732,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 2:00,8504.87588672,92.03019953,0.00000000,0.01082088,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 3:00,8336.47927847,95.49146970,0.00000000,0.01145465,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 4:00,8327.11640856,97.30966797,0.00000000,0.01168588,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 5:00,8485.26049180,97.64093512,0.00000000,0.01150712,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 6:00,9003.95560448,96.38511078,0.00000000,0.01070475,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 7:00,9395.39165889,93.19125795,0.00000000,0.00991883,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 8:00,10007.09918420,89.05060154,504.16016259,0.05927899,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/1/25 9:00,10567.98053489,85.73706943,1277.72002423,0.12901775,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 0:00,9652.18552058,409.51807156,0.00000000,0.04242750,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 10:00,12470.43056752,88.58034543,2106.74576127,0.17604253,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 11:00,12451.89816955,80.51700274,2465.70599351,0.20448473,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 12:00,12311.80842291,73.87382781,2747.89859351,0.22919236,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 13:00,12126.11418831,69.48500739,2831.19995168,0.23920977,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 14:00,12002.19124994,67.26698570,2607.23460388,0.22283444,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 15:00,12037.28269469,66.67446697,2130.55180393,0.18253507,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 16:00,12184.08801963,67.16215542,1563.52834819,0.13383772,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 17:00,12886.94984921,68.18475526,722.59244996,0.06136264,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 18:00,14017.97576901,69.19697074,0.05338457,0.00494011,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 19:00,13775.79041112,69.68402974,0.00000000,0.00505844,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 1:00,9625.45151525,383.58007551,0.00000000,0.03985061,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 20:00,13419.35072909,69.45528361,0.00000000,0.00517576,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 21:00,12856.25660019,69.08661395,0.00000000,0.00537377,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 22:00,11911.82962677,69.23874682,0.00000000,0.00581260,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 23:00,10690.06489455,70.71412921,0.00000000,0.00661494,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 2:00,9022.67280707,352.14685767,0.00000000,0.03902911,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 3:00,8929.16059832,315.92861478,0.00000000,0.03538167,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 4:00,9095.05919083,276.60894121,0.00000000,0.03041310,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 5:00,9516.88572355,234.80937454,0.00000000,0.02467292,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 6:00,10555.41167574,191.93531425,0.00000000,0.01818359,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 7:00,11735.09565924,148.95560532,0.00000000,0.01269317,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 8:00,12317.69086335,117.31616465,666.84645835,0.06366150,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/10/24 9:00,12452.13055154,99.92797046,1539.09435722,0.13162585,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 0:00,10424.35028176,72.61929961,0.00000000,0.00696631,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 10:00,12976.39987184,36.20390129,1579.28867888,0.12449467,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 11:00,12927.39119666,33.61673077,1674.93380998,0.13216515,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 12:00,12713.00727696,30.99225690,1881.08183891,0.15040297,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 13:00,12506.04955968,29.18111900,1728.22060472,0.14052413,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 14:00,12217.53028528,28.21249914,1611.67855983,0.13422443,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 15:00,12071.76549846,27.86288903,1416.47784743,0.11964619,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 16:00,12185.46083655,27.90878040,1076.10935868,0.09060126,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 17:00,12895.63952186,28.12666494,376.55687669,0.03138142,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 18:00,13908.13303313,28.29303438,0.00969890,0.00203498,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 19:00,14302.49501261,28.23977202,0.00000000,0.00197446,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 1:00,9653.43241216,73.86305440,0.00000000,0.00765148,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 20:00,14062.33231506,27.97706260,0.00000000,0.00198950,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 21:00,13697.54264143,27.44702217,0.00000000,0.00200379,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 22:00,12862.36980792,26.87640433,0.00000000,0.00208954,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 23:00,11665.98396690,26.80176202,0.00000000,0.00229743,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 2:00,9287.25300986,73.19984383,0.00000000,0.00788175,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 3:00,9024.84736949,67.19777331,0.00000000,0.00744586,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 4:00,9064.85124265,59.48728437,0.00000000,0.00656241,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 5:00,9460.37344320,55.08829258,0.00000000,0.00582306,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 6:00,10544.75375825,51.91580403,0.00000000,0.00492338,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 7:00,11941.09853803,47.59817699,0.00000000,0.00398608,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 8:00,12516.07368019,42.61351269,506.45152459,0.04386879,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/11/24 9:00,12775.91801650,38.76923246,1158.93355855,0.09374691,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 0:00,8614.46127289,26.82454653,0.00000000,0.00311390,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 10:00,11320.37827621,30.50680402,1993.04233632,0.17875278,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 11:00,11271.80444324,31.89755943,2346.59950795,0.21101298,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 12:00,11212.84024329,34.08465011,2555.00592473,0.23090408,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 13:00,11100.73755357,37.67079506,2580.97371803,0.23589825,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 14:00,11009.69762445,42.36965993,2495.41142094,0.23050416,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 15:00,11424.84706884,47.70624948,1992.96195312,0.17861668,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 16:00,12667.58550272,53.20725120,1423.59098211,0.11658088,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 17:00,12459.45049618,58.39430444,655.71554578,0.05731471,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 18:00,12757.51822330,62.79241397,0.74798496,0.00498062,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 19:00,12356.34839998,65.98166966,0.00000000,0.00533990,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 1:00,8677.77830719,26.33709234,0.00000000,0.00303500,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 20:00,11519.27983957,67.98297792,0.00000000,0.00590167,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 21:00,10538.46875077,69.54826764,0.00000000,0.00659947,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 22:00,9600.78074075,70.88471172,0.00000000,0.00738322,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 23:00,8957.56593598,72.88241044,0.00000000,0.00813641,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 2:00,8154.17934956,25.45209494,0.00000000,0.00312136,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 3:00,8392.53244148,24.57261603,0.00000000,0.00292791,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 4:00,9100.30492715,24.10500556,0.00000000,0.00264881,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 5:00,10342.91495189,24.33413009,0.00000000,0.00235273,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 6:00,10849.78645743,24.98388748,0.00000000,0.00230271,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 7:00,11017.74950361,25.76981310,0.00000000,0.00233894,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 8:00,11194.26224278,27.05846493,629.04507079,0.05861070,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/12/24 9:00,11287.26634698,28.86677010,1492.34975570,0.13477280,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 0:00,9000.37995700,75.28549678,0.00000000,0.00836470,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 10:00,12353.10333975,67.12407965,1612.77231329,0.13598983,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 11:00,12182.55576268,65.98358348,1905.77624845,0.16185108,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 12:00,12043.52032602,63.96607702,2027.31902206,0.17364400,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 13:00,11881.24773705,60.01040633,2028.75861038,0.17580384,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 14:00,11812.24858525,54.84117476,1913.79837307,0.16666086,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 15:00,12107.97880049,49.52865755,1562.11091962,0.13310558,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 16:00,13536.77191878,45.14312996,1139.03240056,0.08747843,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 17:00,13580.58174268,42.75486723,581.07169139,0.04593519,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 18:00,13088.32815715,43.43414462,0.24288179,0.00333710,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 19:00,12635.79907710,47.18830193,0.00000000,0.00373449,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 1:00,8706.53132476,77.79621935,0.00000000,0.00893539,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 20:00,11767.66452075,50.46127563,0.00000000,0.00428813,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 21:00,10637.19696512,52.22458684,0.00000000,0.00490962,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 22:00,9614.27716817,54.40734861,0.00000000,0.00565902,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 23:00,9150.90423169,56.23578220,0.00000000,0.00614538,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 2:00,8731.06075698,81.15954335,0.00000000,0.00929550,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 3:00,9075.50855768,83.45527970,0.00000000,0.00919566,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 4:00,9939.46026368,84.96862855,0.00000000,0.00854862,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 5:00,11446.95992532,87.01808548,0.00000000,0.00760185,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 6:00,12288.58075256,85.37612686,0.00000000,0.00694760,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 7:00,12396.16395169,79.44082197,0.00000000,0.00640850,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 8:00,12459.03147151,73.94446629,552.72277949,0.05029823,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/13/24 9:00,12442.99753827,69.74112249,1198.04068823,0.10188717,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 0:00,9393.86803282,58.91108248,0.00000000,0.00627123,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 10:00,11481.72419307,71.22961956,1873.72491392,0.16939568,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 11:00,11787.88562619,71.29305858,2132.65452273,0.18696717,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 12:00,11915.12953551,76.11616202,2342.27787023,0.20296834,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 13:00,11948.49071275,90.42664846,2256.70116329,0.19643718,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 14:00,11925.79305713,112.32864124,2128.18565115,0.18787130,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 15:00,11822.47809454,138.22217447,1757.66621848,0.16036303,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 16:00,11737.96783088,164.50728224,1516.34656269,0.14319803,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 17:00,11525.15965702,187.58399865,687.33757449,0.07591405,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 18:00,11316.06132691,203.85235783,2.85356661,0.01826660,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 19:00,11978.61656956,210.97824777,0.00000000,0.01761291,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 1:00,8670.99799199,63.70908332,0.00000000,0.00734738,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 20:00,11924.04475001,212.09894276,0.00000000,0.01778750,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 21:00,11582.00094762,212.02777241,0.00000000,0.01830666,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 22:00,10936.77974993,212.27290468,0.00000000,0.01940909,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 23:00,10130.27761104,215.99676094,0.00000000,0.02132190,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 2:00,8211.00878708,69.74430722,0.00000000,0.00849400,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 3:00,8023.80413664,74.96487233,0.00000000,0.00934281,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 4:00,8025.77559309,78.19092215,0.00000000,0.00974248,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 5:00,8250.96760570,79.78829982,0.00000000,0.00967017,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 6:00,9128.57813626,79.53465252,0.00000000,0.00871271,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 7:00,10394.72989857,77.07561301,0.00000000,0.00741487,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 8:00,11005.38749899,73.68613525,602.51020902,0.06144230,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/14/24 9:00,11188.01920640,71.67736735,1382.88244270,0.13001049,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 0:00,9846.08281323,219.01628331,0.00000000,0.02224400,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 10:00,10307.29602142,106.41233331,1954.69418219,0.19996578,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 11:00,10635.59290649,97.50800278,2388.14566210,0.23371087,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 12:00,10743.88111855,87.52244841,2543.81589644,0.24491507,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 13:00,10622.61809456,77.75413727,2568.49077217,0.24911419,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 14:00,10449.80876302,68.91910774,2383.03276787,0.23464084,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 15:00,10259.02067590,61.36392545,1881.00352724,0.18933264,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 16:00,10168.35845988,55.43515605,1387.02839407,0.14185805,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 17:00,10027.39052409,51.47936517,675.96481645,0.07254571,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 18:00,10719.07474488,49.84311845,2.37145954,0.00487118,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 19:00,11963.31466506,50.72689362,0.00000000,0.00424020,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 1:00,8720.06517809,213.29339166,0.00000000,0.02446007,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 20:00,11756.84299073,53.31553641,0.00000000,0.00453485,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 21:00,11503.45558422,55.09150839,0.00000000,0.00478913,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 22:00,11088.77881367,54.77256493,0.00000000,0.00493946,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 23:00,10554.68102752,54.60914750,0.00000000,0.00517393,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 2:00,8358.59201870,201.30731992,0.00000000,0.02408388,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 3:00,8001.67462533,187.84285714,0.00000000,0.02347544,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 4:00,7815.15706430,175.65274491,0.00000000,0.02247591,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 5:00,8012.32346478,165.15880988,0.00000000,0.02061310,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 6:00,8378.10206921,153.88144361,0.00000000,0.01836710,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 7:00,8873.68901092,141.34313089,0.00000000,0.01592834,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 8:00,9118.16965639,128.43602777,497.70486540,0.06866958,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/15/24 9:00,9793.81705406,116.14455479,1266.23812428,0.14114851,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 0:00,9603.56856320,55.17151132,0.00000000,0.00574490,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 10:00,10148.88779154,29.15685411,1847.75272053,0.18493746,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 11:00,10432.94951012,27.47573478,2061.94223488,0.20027107,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 12:00,10509.14048460,27.66814796,2166.99611515,0.20883385,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 13:00,10507.25511239,29.64797474,2112.27391651,0.20385171,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 14:00,10451.66164096,32.91814599,1869.28259257,0.18199984,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 15:00,10397.96625352,36.79223122,1651.65454293,0.16238241,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 16:00,10462.52701292,40.58379996,1391.36157716,0.13686420,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 17:00,11066.38540720,43.60642170,629.68875008,0.06084147,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 18:00,12340.11885890,45.17366596,3.78679145,0.00396758,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 19:00,12461.62115791,44.97163061,0.00000000,0.00360881,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 1:00,9117.50804733,55.56362854,0.00000000,0.00609417,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 20:00,12286.03985579,44.14036692,0.00000000,0.00359273,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 21:00,11853.06739755,43.78234303,0.00000000,0.00369376,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 22:00,11223.61459185,43.90417735,0.00000000,0.00391177,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 23:00,10361.80581151,44.22426088,0.00000000,0.00426801,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 2:00,8539.88763750,55.41337381,0.00000000,0.00648877,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 3:00,8333.21387668,54.70185562,0.00000000,0.00656432,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 4:00,8204.38457333,53.78182917,0.00000000,0.00655525,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 5:00,8246.91316039,51.56216700,0.00000000,0.00625230,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 6:00,8509.90174243,47.80156037,0.00000000,0.00561717,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 7:00,8857.90424926,43.61827546,0.00000000,0.00492422,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 8:00,9220.12219223,39.02664733,495.22518019,0.05794412,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
1/16/24 9:00,9726.60729281,33.45807971,1183.15663451,0.12508110,0.00000000,public_nrel118_transportability_v1_frozen_070_cap
