doc_id,source_url,local_pdf,pdf_sha256,access_date,rights_holder,license_or_terms_locator,local_computational_use_status,pdf_redistribution_status,verbatim_text_redistribution_status,reviewer_access_status
nerc_011_san_fernando_disturbance_report,https://www.nerc.com/globalassets/our-work/reports/event-reports/san_fernando_disturbance_report.pdf,raw_pdfs/nerc_011_san_fernando_disturbance_report.pdf,3F7ED1350CF25E70C28161CC42D3D88FDDF89DF01D07679272DB16D7D825AFBF,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_012_january_11_oscillation_event_report,https://www.nerc.com/globalassets/our-work/reports/event-reports/january_11_oscillation_event_report.pdf,raw_pdfs/nerc_012_january_11_oscillation_event_report.pdf,FEF07B46862D0ADFFB24943C29B73565B3460636CCCFFC7A0CB07412A1631F7F,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_013_south_central_cold_weather_event_ferc_nerc,https://www.nerc.com/globalassets/our-work/reports/event-reports/south_central_cold_weather_event_ferc-nerc-report_20190718.pdf,raw_pdfs/nerc_013_south_central_cold_weather_event_ferc_nerc.pdf,7B8E1427DED7FC6274215B704061EA4F0BF0C034B492F0D7761C8D740BE20A27,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_014_april_may_2018_solar_pv_disturbance_report,https://www.nerc.com/globalassets/our-work/reports/event-reports/april_may_2018_solar_pv_disturbance_report.pdf,raw_pdfs/nerc_014_april_may_2018_solar_pv_disturbance_report.pdf,0F60E0212810EB30905FD798FF1B05CF55B8EB6DFC9F7E72AD1A19C1D51D2A87,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_015_polar_vortex_review,https://www.nerc.com/globalassets/our-work/reports/event-reports/polar_vortex_review_29_sept_2014_final.pdf,raw_pdfs/nerc_015_polar_vortex_review.pdf,8FB80776166E4216434FC20F8B738C5483F539D8B338DB3BD7F5F48A3C9C6DAA,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_016_september_2017_hurricane_irma_event_analys,https://www.nerc.com/globalassets/our-work/reports/event-reports/september-2017-hurricane-irma-event-analysis-report.pdf,raw_pdfs/nerc_016_september_2017_hurricane_irma_event_analys.pdf,CD803ECCAF0F1A57A27271E23CAEDF9AD6F69684956DC471B5D7B4410277818A,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_017_august_2017_hurricane_harvey_event_analysi,https://www.nerc.com/globalassets/our-work/reports/event-reports/nerc_hurricane_harvey_ear_20180309.pdf,raw_pdfs/nerc_017_august_2017_hurricane_harvey_event_analysi.pdf,46251D656518173C79DC073208D0A4AEB9C72BB25B95DDE2767531BA30796971,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_018_900_mw_solar_photovoltaic_resource_interru,https://www.nerc.com/globalassets/our-work/reports/event-reports/900-mw-solar-photovoltaic-resource-interruption-disturbance-report.pdf,raw_pdfs/nerc_018_900_mw_solar_photovoltaic_resource_interru.pdf,D6565AB311AE6960EAAE87C8C8ACE3748A5C1A183C01CA2A8D7CDAD06606B6D2,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_019_1200_mw_fault_induced_solar_photovoltaic_r,https://www.nerc.com/globalassets/our-work/reports/event-reports/1200_mw_fault_induced_solar_photovoltaic_resource_interruption_final.pdf,raw_pdfs/nerc_019_1200_mw_fault_induced_solar_photovoltaic_r.pdf,FEC8C4F56936897DDE60C81CB6B0904C2D8FC7A35006F87A9A102818B0C0D28A,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_020_april_2015_washington_d_c_area_low_voltage,https://www.nerc.com/globalassets/our-work/reports/event-reports/washington_dc_area_low-voltage_disturbance_event_of_april_7_2015_final.pdf,raw_pdfs/nerc_020_april_2015_washington_d_c_area_low_voltage.pdf,90A1ECCD7DB3C47BCC644D4559EC63AECC17154B9177181006295A4769C1FEBE,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_021_hurricane_sandy_event_analysis_report,https://www.nerc.com/globalassets/our-work/reports/event-reports/hurricane_sandy_ear_20140312_final.pdf,raw_pdfs/nerc_021_hurricane_sandy_event_analysis_report.pdf,73AB4233800AF5AF8DD1E992CBDE44BB8E78A9B21A3F0625EE659FB19F36B063,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_022_ferc_nerc_staff_report_on_the_october_29_3,https://www.nerc.com/globalassets/our-work/reports/event-reports/ne_outage_report-05-31-12.pdf,raw_pdfs/nerc_022_ferc_nerc_staff_report_on_the_october_29_3.pdf,1E086DF7AFD4459058E0F50A1EAA61823056B40D53601A14232BEBFDEC07A134,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_023_arizona_southern_california_outages_causes,https://www.nerc.com/globalassets/our-work/reports/event-reports/azoutage_report_01may12.pdf,raw_pdfs/nerc_023_arizona_southern_california_outages_causes.pdf,7768F8CE47123CB8F6A690699B0AF83442EB01B4D5D75771735A732EE465FD69,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_024_sw_cold_weather_event_final,https://www.nerc.com/globalassets/our-work/reports/event-reports/sw_cold_weather_event_final.pdf,raw_pdfs/nerc_024_sw_cold_weather_event_final.pdf,3151E789C8E258E3DD10709942B748F8EB2725305AD08ED1A220E6EBD27221A0,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_025_final_report_on_the_august_14_2003_blackou,https://www.nerc.com/globalassets/our-work/reports/event-reports/august_2003_blackout_final_report.pdf,raw_pdfs/nerc_025_final_report_on_the_august_14_2003_blackou.pdf,96443DB3584140B8B44F6972FDBF555F580A4881D9031BDEDAE7AD28E9EA64EF,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_026_aep_summer_2022_storm_event_observations,https://www.nerc.com/globalassets/our-work/reports/event-reports/aep_summer_2022_event.pdf,raw_pdfs/nerc_026_aep_summer_2022_storm_event_observations.pdf,AB5B368DF46899B0D8A2129FF09DE53A15CA10B2FCB66F8313A1828FD8F1DF4D,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_027_analysis_and_risk_mitigations_for_loss_of_,https://www.nerc.com/globalassets/programs/event-analysis/analysis_and_risk_mitigations_2018-2020.pdf,raw_pdfs/nerc_027_analysis_and_risk_mitigations_for_loss_of_.pdf,11B79CD01DD0ADCDB027B73CFC3A4A05463AE5FD26F0D2C05B373B9C84511DEA,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_028_ems_special_assessment,https://www.nerc.com/globalassets/our-work/assessments/ems_special_assessment_march2021.pdf,raw_pdfs/nerc_028_ems_special_assessment.pdf,576B009D3574F45585157A7D7B1960E6F0F53626901EA6023153E04152189728,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_029_winter_storm_elliott_report,https://www.nerc.com/globalassets/our-work/reports/event-reports/winter_storm_elliot_report.pdf,raw_pdfs/nerc_029_winter_storm_elliott_report.pdf,FDA4A4FEFD6D12A63A8504CAE213E03A7E51F810D089EC936E292FE82C97959C,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_030_winter_storm_elliott_recommendation_3_blac,https://www.nerc.com/globalassets/our-work/reports/special-reports/blackstart-resource-availability-and-readiness-in-the-eastern-and-western-interconnections.pdf,raw_pdfs/nerc_030_winter_storm_elliott_recommendation_3_blac.pdf,1B5718D32BA591FF8F84F3D3B8E6F0A02DCC5D24BD87E030045A9170AF4B725E,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_031_winter_storm_elliott_recommendation_8_and_,https://www.nerc.com/globalassets/who-we-are/standing-committees/rstc/final_nerc_ws_elliott_rec_8_and_9.pdf,raw_pdfs/nerc_031_winter_storm_elliott_recommendation_8_and_.pdf,8B2703F1E1926706C5A27ACB372CB957127D548F68A6FBA6DB3F5ED289373E65,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_032_winter_storm_elliott_recommendation_11_eip,https://www.nerc.com/globalassets/our-work/reports/special-reports/eipc-study-dec-2025.pdf,raw_pdfs/nerc_032_winter_storm_elliott_recommendation_11_eip.pdf,5EF1938767D1224188998080A85208D6F5C439E50CF537BCD98B363A253535D8,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_033_2025_state_of_reliability_report_technical,https://www.nerc.com/globalassets/programs/rapa/pa/nerc_sor_2025_technical_assessment.pdf,raw_pdfs/nerc_033_2025_state_of_reliability_report_technical.pdf,69FEA430C53A717D45DD25CB6895A7B4AE5E13AA402CC82C73AA2A3139AE6490,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_034_2025_state_of_reliability_report_overview,https://www.nerc.com/globalassets/programs/rapa/pa/nerc_sor_2025_overview.pdf,raw_pdfs/nerc_034_2025_state_of_reliability_report_overview.pdf,1CE0A392F7533C4EC2A5F3BD8D6E8F73F21B41160D972F6865F6480F207DC01F,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_035_2024_state_of_reliability_report_technical,https://www.nerc.com/globalassets/programs/rapa/pa/nerc_sor_2024_technical_assessment.pdf,raw_pdfs/nerc_035_2024_state_of_reliability_report_technical.pdf,CF0044733FA9740062951771AC779B8A9763D38C3BE2084A84A37DCA94F4C20A,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_036_2022_state_of_reliability_report,https://www.nerc.com/globalassets/programs/rapa/pa/nerc_sor_2022.pdf,raw_pdfs/nerc_036_2022_state_of_reliability_report.pdf,68AD83CB076259019F0C7D886ACE29DAB8A58EAD20A85B43EE27855042E45E94,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_040_2018_state_of_reliability_report,https://www.nerc.com/globalassets/programs/rapa/pa/nerc_2018_sor_06202018_final.pdf,raw_pdfs/nerc_040_2018_state_of_reliability_report.pdf,8E7A184470C8BD3AA21D7795EFD35B03DBB98CDDA00DAB48901ED49935980930,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_041_2017_state_of_reliability_report,https://www.nerc.com/globalassets/programs/rapa/pa/sor_2017_master_20170613.pdf,raw_pdfs/nerc_041_2017_state_of_reliability_report.pdf,4105F6E62D84F7B3F9FF6E0E935DA43863F13A62922707C2E500D833557CBF9C,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_042_2016_state_of_reliability_report,https://www.nerc.com/globalassets/programs/rapa/pa/2016_sor_report_final_v1.pdf,raw_pdfs/nerc_042_2016_state_of_reliability_report.pdf,4877028F54DC2DC1663D2A670802CA2998FF3971F958A6BCBA8A8A5E1CB8F251,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
nerc_047_lessons_learned_quick_reference_guide,https://www.nerc.com/globalassets/programs/event-analysis/lessons-learned/lessons_learned_quick_reference_guide.pdf,raw_pdfs/nerc_047_lessons_learned_quick_reference_guide.pdf,3227DA82E856A86262A744FC61E81568FC8531697BC6CE3FF31ECD90BEE17214,not_recorded_in_source_manifest,not_verified,not_recorded_in_source_manifest,performed_for_research; legal determination pending responsible human/institution,not_authorized_pending_human_rights_review,not_authorized_pending_human_rights_review,by_corresponding_author_subject_to_third_party_terms
