paper_id,experiment_id,method,method_role,repeat,budget_feasibility_rate,hypervolume,quality_index,ranking_stability,runtime_s,scenario_status,trace_completeness
mintou_p5,benchmark_portfolio_optimization,no_feasibility_repair,ablation,4,0.854250,0.651849,0.836305,0.816085,1.046485,synthetic_smoke_v0,0.896805
mintou_p5,benchmark_portfolio_optimization,no_feasibility_repair,ablation,5,0.867062,0.666919,0.849011,0.840415,1.035319,synthetic_smoke_v0,0.915246
mintou_p5,benchmark_portfolio_optimization,no_preference_ranking,ablation,1,0.846239,0.618169,0.805202,0.820757,1.174715,synthetic_smoke_v0,0.878832
mintou_p5,benchmark_portfolio_optimization,no_preference_ranking,ablation,2,0.835358,0.636445,0.803640,0.799675,1.189652,synthetic_smoke_v0,0.893590
mintou_p5,benchmark_portfolio_optimization,no_preference_ranking,ablation,3,0.848823,0.618195,0.804983,0.806369,0.974201,synthetic_smoke_v0,0.888832
mintou_p5,benchmark_portfolio_optimization,no_preference_ranking,ablation,4,0.858290,0.648127,0.825535,0.822833,1.268274,synthetic_smoke_v0,0.893005
mintou_p5,benchmark_portfolio_optimization,no_preference_ranking,ablation,5,0.852173,0.631539,0.816973,0.827433,1.306490,synthetic_smoke_v0,0.899073
mintou_p5,benchmark_portfolio_optimization,no_reliability_features,ablation,1,0.845569,0.634501,0.813280,0.809552,1.103204,synthetic_smoke_v0,0.900945
mintou_p5,benchmark_portfolio_optimization,no_reliability_features,ablation,2,0.832898,0.630697,0.809804,0.816960,1.151042,synthetic_smoke_v0,0.881080
mintou_p5,benchmark_portfolio_optimization,no_reliability_features,ablation,3,0.830302,0.615414,0.791865,0.812786,0.957401,synthetic_smoke_v0,0.873291
mintou_p5,benchmark_portfolio_optimization,no_reliability_features,ablation,4,0.819857,0.614199,0.790405,0.815579,1.013018,synthetic_smoke_v0,0.872105
mintou_p5,benchmark_portfolio_optimization,no_reliability_features,ablation,5,0.823869,0.613587,0.781019,0.788006,1.107141,synthetic_smoke_v0,0.887654
mintou_p5,benchmark_portfolio_optimization,no_renewable_features,ablation,1,0.823338,0.602552,0.771148,0.793397,1.127375,synthetic_smoke_v0,0.864561
mintou_p5,benchmark_portfolio_optimization,no_renewable_features,ablation,2,0.818992,0.615288,0.776733,0.796173,1.313771,synthetic_smoke_v0,0.885263
mintou_p5,benchmark_portfolio_optimization,no_renewable_features,ablation,3,0.833284,0.601198,0.769558,0.801556,1.306201,synthetic_smoke_v0,0.880771
mintou_p5,benchmark_portfolio_optimization,no_renewable_features,ablation,4,0.824171,0.607251,0.774425,0.799407,1.170295,synthetic_smoke_v0,0.885087
mintou_p5,benchmark_portfolio_optimization,no_renewable_features,ablation,5,0.814101,0.602902,0.770934,0.798524,1.055171,synthetic_smoke_v0,0.877110
mintou_p5,benchmark_portfolio_optimization,no_schedule_risk,ablation,1,0.835948,0.601423,0.777326,0.794394,1.234488,synthetic_smoke_v0,0.873142
mintou_p5,benchmark_portfolio_optimization,no_schedule_risk,ablation,2,0.814326,0.594266,0.768948,0.802550,1.165969,synthetic_smoke_v0,0.878894
mintou_p5,benchmark_portfolio_optimization,no_schedule_risk,ablation,3,0.805822,0.582515,0.754862,0.789141,1.326909,synthetic_smoke_v0,0.872157
mintou_p5,benchmark_portfolio_optimization,no_schedule_risk,ablation,4,0.820770,0.585168,0.754975,0.782051,1.228509,synthetic_smoke_v0,0.869657
mintou_p5,benchmark_portfolio_optimization,no_schedule_risk,ablation,5,0.809081,0.589301,0.761038,0.790012,1.151480,synthetic_smoke_v0,0.876278
mintou_p5,benchmark_portfolio_optimization,single_weighted_objective,ablation,1,0.809574,0.590213,0.750310,0.776057,1.330826,synthetic_smoke_v0,0.873657
mintou_p5,benchmark_portfolio_optimization,single_weighted_objective,ablation,2,0.797813,0.571746,0.725717,0.772658,1.200159,synthetic_smoke_v0,0.852796
mintou_p5,benchmark_portfolio_optimization,single_weighted_objective,ablation,3,0.831091,0.586785,0.754858,0.794288,1.406402,synthetic_smoke_v0,0.873063
mintou_p5,benchmark_portfolio_optimization,single_weighted_objective,ablation,4,0.814268,0.567552,0.728793,0.786175,1.295080,synthetic_smoke_v0,0.864870
mintou_p5,benchmark_portfolio_optimization,single_weighted_objective,ablation,5,0.803211,0.578661,0.731097,0.775804,1.085544,synthetic_smoke_v0,0.852693
mintou_p5,benchmark_portfolio_optimization,nsga2_only,ablation,1,0.800066,0.568507,0.719694,0.759767,1.014817,synthetic_smoke_v0,0.851166
mintou_p5,benchmark_portfolio_optimization,nsga2_only,ablation,2,0.801121,0.552295,0.719382,0.780656,1.223036,synthetic_smoke_v0,0.859658
mintou_p5,benchmark_portfolio_optimization,nsga2_only,ablation,3,0.788019,0.561211,0.709979,0.758756,1.210763,synthetic_smoke_v0,0.846120
mintou_p5,benchmark_portfolio_optimization,nsga2_only,ablation,4,0.797194,0.565167,0.722873,0.780604,1.295785,synthetic_smoke_v0,0.845906
mintou_p5,benchmark_portfolio_optimization,nsga2_only,ablation,5,0.822191,0.564211,0.735597,0.776523,1.343056,synthetic_smoke_v0,0.856601
mintou_p5,benchmark_portfolio_optimization,small_project_pool,ablation,1,0.787861,0.554871,0.718638,0.777230,1.070531,synthetic_smoke_v0,0.845220
mintou_p5,benchmark_portfolio_optimization,small_project_pool,ablation,2,0.799606,0.548430,0.714991,0.780335,1.421499,synthetic_smoke_v0,0.855372
mintou_p5,benchmark_portfolio_optimization,small_project_pool,ablation,3,0.798029,0.539662,0.695024,0.756548,1.063439,synthetic_smoke_v0,0.834620
mintou_p5,benchmark_portfolio_optimization,small_project_pool,ablation,4,0.780430,0.542687,0.701331,0.771734,1.433034,synthetic_smoke_v0,0.836256
mintou_p5,benchmark_portfolio_optimization,small_project_pool,ablation,5,0.797633,0.553826,0.721162,0.781884,1.520186,synthetic_smoke_v0,0.850519
mintou_p5,distribution_project_review,TRACE-MOEA,proposed,1,0.839485,0.666211,0.842446,0.838134,1.301443,synthetic_smoke_v0,0.898402
mintou_p5,distribution_project_review,TRACE-MOEA,proposed,2,0.859608,0.649951,0.838895,0.828559,1.212381,synthetic_smoke_v0,0.894164
mintou_p5,distribution_project_review,TRACE-MOEA,proposed,3,0.834774,0.624375,0.812634,0.803719,1.293707,synthetic_smoke_v0,0.899665
mintou_p5,distribution_project_review,TRACE-MOEA,proposed,4,0.836399,0.634574,0.812543,0.803645,1.110660,synthetic_smoke_v0,0.889224
mintou_p5,distribution_project_review,TRACE-MOEA,proposed,5,0.855202,0.649230,0.828572,0.819276,1.547576,synthetic_smoke_v0,0.898028
mintou_p5,distribution_project_review,NSGA-II,baseline,1,0.809805,0.581732,0.740040,0.781826,1.261936,synthetic_smoke_v0,0.863878
mintou_p5,distribution_project_review,NSGA-II,baseline,2,0.810783,0.596640,0.759686,0.797454,1.567420,synthetic_smoke_v0,0.876883
mintou_p5,distribution_project_review,NSGA-II,baseline,3,0.807525,0.579057,0.755088,0.780797,1.579357,synthetic_smoke_v0,0.861616
mintou_p5,distribution_project_review,NSGA-II,baseline,4,0.803354,0.572041,0.737216,0.786768,1.547187,synthetic_smoke_v0,0.864972
mintou_p5,distribution_project_review,NSGA-II,baseline,5,0.804955,0.582591,0.757723,0.790854,1.404291,synthetic_smoke_v0,0.875782
mintou_p5,distribution_project_review,MOEA/D,baseline,1,0.798347,0.558875,0.706480,0.767396,1.401378,synthetic_smoke_v0,0.852230
mintou_p5,distribution_project_review,MOEA/D,baseline,2,0.813034,0.552963,0.712116,0.763741,1.423909,synthetic_smoke_v0,0.851862
mintou_p5,distribution_project_review,MOEA/D,baseline,3,0.795100,0.560994,0.724274,0.762289,1.242396,synthetic_smoke_v0,0.847100
mintou_p5,distribution_project_review,MOEA/D,baseline,4,0.799660,0.571574,0.721365,0.774809,1.291919,synthetic_smoke_v0,0.856600
mintou_p5,distribution_project_review,MOEA/D,baseline,5,0.819192,0.581605,0.733620,0.781284,1.241763,synthetic_smoke_v0,0.854241
mintou_p5,distribution_project_review,Greedy BCR,baseline,1,0.749501,0.467770,0.590406,0.709418,0.386972,synthetic_smoke_v0,0.797843
mintou_p5,distribution_project_review,Greedy BCR,baseline,2,0.734957,0.448976,0.567452,0.690046,0.389678,synthetic_smoke_v0,0.789507
mintou_p5,distribution_project_review,Greedy BCR,baseline,3,0.745930,0.460389,0.589255,0.706659,0.404248,synthetic_smoke_v0,0.788445
mintou_p5,distribution_project_review,Greedy BCR,baseline,4,0.746362,0.461813,0.585965,0.715143,0.426342,synthetic_smoke_v0,0.797337
mintou_p5,distribution_project_review,Greedy BCR,baseline,5,0.744511,0.442256,0.579279,0.697851,0.379700,synthetic_smoke_v0,0.796430
mintou_p5,distribution_project_review,AHP,baseline,1,0.724910,0.445952,0.560992,0.709732,0.327387,synthetic_smoke_v0,0.790037
mintou_p5,distribution_project_review,AHP,baseline,2,0.738873,0.449227,0.574007,0.707448,0.305701,synthetic_smoke_v0,0.791028
mintou_p5,distribution_project_review,AHP,baseline,3,0.742173,0.424601,0.545867,0.702370,0.318240,synthetic_smoke_v0,0.775357
mintou_p5,distribution_project_review,AHP,baseline,4,0.723278,0.416205,0.544708,0.680706,0.328759,synthetic_smoke_v0,0.781265
mintou_p5,distribution_project_review,AHP,baseline,5,0.750958,0.458260,0.574946,0.716439,0.319999,synthetic_smoke_v0,0.799579
mintou_p5,distribution_project_review,TOPSIS,baseline,1,0.735955,0.436302,0.565873,0.706861,0.335025,synthetic_smoke_v0,0.794158
mintou_p5,distribution_project_review,TOPSIS,baseline,2,0.732090,0.442745,0.566144,0.704046,0.306228,synthetic_smoke_v0,0.778958
mintou_p5,distribution_project_review,TOPSIS,baseline,3,0.734272,0.457467,0.589171,0.702119,0.297351,synthetic_smoke_v0,0.797906
mintou_p5,distribution_project_review,TOPSIS,baseline,4,0.739117,0.453670,0.585408,0.709390,0.305178,synthetic_smoke_v0,0.798532
mintou_p5,distribution_project_review,TOPSIS,baseline,5,0.739370,0.463573,0.584188,0.701926,0.339067,synthetic_smoke_v0,0.785408
mintou_p5,distribution_project_review,Weighted Sum,baseline,1,0.740750,0.471284,0.601698,0.714026,0.606009,synthetic_smoke_v0,0.795431
mintou_p5,distribution_project_review,Weighted Sum,baseline,2,0.753914,0.479571,0.618312,0.729884,0.494074,synthetic_smoke_v0,0.807725
mintou_p5,distribution_project_review,Weighted Sum,baseline,3,0.744665,0.457417,0.589612,0.701308,0.611822,synthetic_smoke_v0,0.802570
mintou_p5,distribution_project_review,Weighted Sum,baseline,4,0.762527,0.466267,0.605975,0.726335,0.493104,synthetic_smoke_v0,0.805459
mintou_p5,distribution_project_review,Weighted Sum,baseline,5,0.746880,0.463124,0.594476,0.719078,0.594561,synthetic_smoke_v0,0.790570
mintou_p5,distribution_project_review,no_feasibility_repair,ablation,1,0.852494,0.637288,0.804918,0.799866,1.185228,synthetic_smoke_v0,0.882561
mintou_p5,distribution_project_review,no_feasibility_repair,ablation,2,0.834734,0.607677,0.780779,0.800785,1.155004,synthetic_smoke_v0,0.871270
mintou_p5,distribution_project_review,no_feasibility_repair,ablation,3,0.816645,0.621550,0.788901,0.813047,1.028921,synthetic_smoke_v0,0.875121
mintou_p5,distribution_project_review,no_feasibility_repair,ablation,4,0.821174,0.625217,0.794169,0.795245,0.956916,synthetic_smoke_v0,0.879387
mintou_p5,distribution_project_review,no_feasibility_repair,ablation,5,0.835635,0.621322,0.787633,0.797282,1.111359,synthetic_smoke_v0,0.877185
mintou_p5,distribution_project_review,no_preference_ranking,ablation,1,0.836069,0.612610,0.779790,0.805006,1.041796,synthetic_smoke_v0,0.878352
mintou_p5,distribution_project_review,no_preference_ranking,ablation,2,0.832498,0.614900,0.789271,0.798198,1.142890,synthetic_smoke_v0,0.889877
mintou_p5,distribution_project_review,no_preference_ranking,ablation,3,0.835211,0.608436,0.784135,0.800215,1.300620,synthetic_smoke_v0,0.874042
mintou_p5,distribution_project_review,no_preference_ranking,ablation,4,0.819721,0.610317,0.778004,0.809586,1.194643,synthetic_smoke_v0,0.878062
mintou_p5,distribution_project_review,no_preference_ranking,ablation,5,0.839572,0.625490,0.789409,0.800347,1.064106,synthetic_smoke_v0,0.883620
mintou_p5,distribution_project_review,no_reliability_features,ablation,1,0.821997,0.570765,0.741663,0.792068,1.209388,synthetic_smoke_v0,0.857064
mintou_p5,distribution_project_review,no_reliability_features,ablation,2,0.818979,0.586674,0.744903,0.778087,1.138098,synthetic_smoke_v0,0.852976
mintou_p5,distribution_project_review,no_reliability_features,ablation,3,0.809550,0.596184,0.769150,0.798717,1.041623,synthetic_smoke_v0,0.871079
mintou_p5,distribution_project_review,no_reliability_features,ablation,4,0.805723,0.591667,0.762239,0.792297,1.294929,synthetic_smoke_v0,0.874685
mintou_p5,distribution_project_review,no_reliability_features,ablation,5,0.810363,0.572665,0.743824,0.792216,1.293266,synthetic_smoke_v0,0.868514
mintou_p5,distribution_project_review,no_renewable_features,ablation,1,0.817457,0.587206,0.743545,0.792031,1.027844,synthetic_smoke_v0,0.852989
mintou_p5,distribution_project_review,no_renewable_features,ablation,2,0.798483,0.568541,0.727098,0.765938,1.013052,synthetic_smoke_v0,0.847056
mintou_p5,distribution_project_review,no_renewable_features,ablation,3,0.811319,0.565686,0.729230,0.779676,1.232991,synthetic_smoke_v0,0.861325
mintou_p5,distribution_project_review,no_renewable_features,ablation,4,0.809121,0.584898,0.740917,0.783798,1.306752,synthetic_smoke_v0,0.858934
mintou_p5,distribution_project_review,no_renewable_features,ablation,5,0.810501,0.579269,0.732773,0.766594,1.435234,synthetic_smoke_v0,0.856778
mintou_p5,distribution_project_review,no_schedule_risk,ablation,1,0.788709,0.555572,0.718329,0.763808,1.254870,synthetic_smoke_v0,0.841914
mintou_p5,distribution_project_review,no_schedule_risk,ablation,2,0.792766,0.561908,0.730758,0.780689,1.396451,synthetic_smoke_v0,0.851650
mintou_p5,distribution_project_review,no_schedule_risk,ablation,3,0.789430,0.548934,0.711584,0.769108,1.241828,synthetic_smoke_v0,0.853388
mintou_p5,distribution_project_review,no_schedule_risk,ablation,4,0.798895,0.576044,0.727533,0.783324,1.108478,synthetic_smoke_v0,0.848526
mintou_p5,distribution_project_review,no_schedule_risk,ablation,5,0.811052,0.568948,0.740939,0.775696,1.131829,synthetic_smoke_v0,0.853652
mintou_p5,distribution_project_review,single_weighted_objective,ablation,1,0.803525,0.534370,0.696311,0.769954,1.291090,synthetic_smoke_v0,0.851152
mintou_p5,distribution_project_review,single_weighted_objective,ablation,2,0.787514,0.544896,0.708085,0.762638,1.411037,synthetic_smoke_v0,0.845598
mintou_p5,distribution_project_review,single_weighted_objective,ablation,3,0.800566,0.549492,0.704136,0.769859,1.430297,synthetic_smoke_v0,0.846793
mintou_p5,distribution_project_review,single_weighted_objective,ablation,4,0.810951,0.564071,0.710766,0.764002,1.219841,synthetic_smoke_v0,0.852393
mintou_p5,distribution_project_review,single_weighted_objective,ablation,5,0.805131,0.555068,0.705416,0.764280,1.517200,synthetic_smoke_v0,0.849159
mintou_p5,distribution_project_review,nsga2_only,ablation,1,0.802306,0.551493,0.702579,0.770532,1.148612,synthetic_smoke_v0,0.853022
mintou_p5,distribution_project_review,nsga2_only,ablation,2,0.799964,0.541100,0.688714,0.756023,1.225232,synthetic_smoke_v0,0.838604
mintou_p5,distribution_project_review,nsga2_only,ablation,3,0.798424,0.539914,0.702766,0.768093,1.380750,synthetic_smoke_v0,0.845637
mintou_p5,distribution_project_review,nsga2_only,ablation,4,0.782911,0.541867,0.698786,0.764531,1.237346,synthetic_smoke_v0,0.835199
mintou_p5,distribution_project_review,nsga2_only,ablation,5,0.788595,0.529629,0.685188,0.754772,1.264782,synthetic_smoke_v0,0.842389
mintou_p5,distribution_project_review,small_project_pool,ablation,1,0.765269,0.503605,0.655300,0.745405,1.500927,synthetic_smoke_v0,0.825747
mintou_p5,distribution_project_review,small_project_pool,ablation,2,0.786938,0.519718,0.658031,0.737086,1.424832,synthetic_smoke_v0,0.828013
mintou_p5,distribution_project_review,small_project_pool,ablation,3,0.780063,0.521838,0.666305,0.754395,1.273891,synthetic_smoke_v0,0.838535
mintou_p5,distribution_project_review,small_project_pool,ablation,4,0.796570,0.526178,0.681224,0.754060,1.165956,synthetic_smoke_v0,0.838341
mintou_p5,distribution_project_review,small_project_pool,ablation,5,0.787131,0.528253,0.669534,0.754047,1.443081,synthetic_smoke_v0,0.826244
mintou_p5,reliability_driven_review,TRACE-MOEA,proposed,1,0.827194,0.624602,0.804669,0.818683,1.486077,synthetic_smoke_v0,0.878619
mintou_p5,reliability_driven_review,TRACE-MOEA,proposed,2,0.840249,0.625320,0.810914,0.815027,1.393523,synthetic_smoke_v0,0.894176
mintou_p5,reliability_driven_review,TRACE-MOEA,proposed,3,0.817804,0.624844,0.788351,0.804159,1.388808,synthetic_smoke_v0,0.883623
mintou_p5,reliability_driven_review,TRACE-MOEA,proposed,4,0.833496,0.604402,0.783102,0.806386,1.322986,synthetic_smoke_v0,0.873570
mintou_p5,reliability_driven_review,TRACE-MOEA,proposed,5,0.844516,0.614604,0.792819,0.796439,1.289509,synthetic_smoke_v0,0.888929
mintou_p5,reliability_driven_review,NSGA-II,baseline,1,0.811511,0.580441,0.737115,0.779256,1.686427,synthetic_smoke_v0,0.855842
mintou_p5,reliability_driven_review,NSGA-II,baseline,2,0.804085,0.556233,0.718295,0.765190,1.796614,synthetic_smoke_v0,0.852651
mintou_p5,reliability_driven_review,NSGA-II,baseline,3,0.799229,0.554021,0.709438,0.768582,1.651766,synthetic_smoke_v0,0.852832
mintou_p5,reliability_driven_review,NSGA-II,baseline,4,0.797488,0.570915,0.735972,0.788894,1.552776,synthetic_smoke_v0,0.850982
mintou_p5,reliability_driven_review,NSGA-II,baseline,5,0.795747,0.559963,0.713191,0.766864,1.867502,synthetic_smoke_v0,0.842828
mintou_p5,reliability_driven_review,MOEA/D,baseline,1,0.798583,0.541929,0.686798,0.761732,1.586365,synthetic_smoke_v0,0.836450
mintou_p5,reliability_driven_review,MOEA/D,baseline,2,0.777900,0.540284,0.688528,0.757589,1.285272,synthetic_smoke_v0,0.847582
mintou_p5,reliability_driven_review,MOEA/D,baseline,3,0.785259,0.554202,0.704681,0.752886,1.612965,synthetic_smoke_v0,0.838438
mintou_p5,reliability_driven_review,MOEA/D,baseline,4,0.788130,0.532432,0.689746,0.768669,1.478245,synthetic_smoke_v0,0.838063
mintou_p5,reliability_driven_review,MOEA/D,baseline,5,0.788032,0.555798,0.705321,0.753636,1.336556,synthetic_smoke_v0,0.851220
mintou_p5,reliability_driven_review,Greedy BCR,baseline,1,0.734871,0.426670,0.551019,0.690172,0.404656,synthetic_smoke_v0,0.772729
mintou_p5,reliability_driven_review,Greedy BCR,baseline,2,0.743975,0.424783,0.545403,0.686783,0.357705,synthetic_smoke_v0,0.772221
mintou_p5,reliability_driven_review,Greedy BCR,baseline,3,0.743121,0.440092,0.553371,0.699898,0.382837,synthetic_smoke_v0,0.782688
mintou_p5,reliability_driven_review,Greedy BCR,baseline,4,0.736946,0.433378,0.566542,0.702863,0.381723,synthetic_smoke_v0,0.782360
mintou_p5,reliability_driven_review,Greedy BCR,baseline,5,0.742320,0.424581,0.545863,0.693503,0.382878,synthetic_smoke_v0,0.780199
mintou_p5,reliability_driven_review,AHP,baseline,1,0.737184,0.435981,0.550783,0.685249,0.303671,synthetic_smoke_v0,0.776610
mintou_p5,reliability_driven_review,AHP,baseline,2,0.718986,0.434231,0.551229,0.689866,0.320696,synthetic_smoke_v0,0.782913
mintou_p5,reliability_driven_review,AHP,baseline,3,0.713429,0.417926,0.536343,0.690517,0.306146,synthetic_smoke_v0,0.769593
mintou_p5,reliability_driven_review,AHP,baseline,4,0.724495,0.420479,0.534421,0.677430,0.343602,synthetic_smoke_v0,0.770212
mintou_p5,reliability_driven_review,AHP,baseline,5,0.716883,0.435348,0.545332,0.696287,0.347135,synthetic_smoke_v0,0.780926
mintou_p5,reliability_driven_review,TOPSIS,baseline,1,0.751591,0.434159,0.569415,0.713662,0.292089,synthetic_smoke_v0,0.793240
mintou_p5,reliability_driven_review,TOPSIS,baseline,2,0.724618,0.416961,0.545798,0.687688,0.325229,synthetic_smoke_v0,0.788485
mintou_p5,reliability_driven_review,TOPSIS,baseline,3,0.720691,0.414052,0.543018,0.679245,0.320273,synthetic_smoke_v0,0.787325
mintou_p5,reliability_driven_review,TOPSIS,baseline,4,0.739214,0.449688,0.569077,0.693439,0.314528,synthetic_smoke_v0,0.781040
mintou_p5,reliability_driven_review,TOPSIS,baseline,5,0.727597,0.431340,0.552170,0.697952,0.373600,synthetic_smoke_v0,0.776719
mintou_p5,reliability_driven_review,Weighted Sum,baseline,1,0.735863,0.449773,0.570625,0.703263,0.524358,synthetic_smoke_v0,0.785386
mintou_p5,reliability_driven_review,Weighted Sum,baseline,2,0.741319,0.463637,0.597189,0.717607,0.624262,synthetic_smoke_v0,0.791802
mintou_p5,reliability_driven_review,Weighted Sum,baseline,3,0.751561,0.439375,0.574058,0.705142,0.619456,synthetic_smoke_v0,0.784530
mintou_p5,reliability_driven_review,Weighted Sum,baseline,4,0.756517,0.454023,0.576955,0.715038,0.571374,synthetic_smoke_v0,0.784017
mintou_p5,reliability_driven_review,Weighted Sum,baseline,5,0.745560,0.465219,0.594895,0.710191,0.621163,synthetic_smoke_v0,0.799447
mintou_p5,reliability_driven_review,no_feasibility_repair,ablation,1,0.831925,0.595057,0.756416,0.778300,1.060856,synthetic_smoke_v0,0.859758
mintou_p5,reliability_driven_review,no_feasibility_repair,ablation,2,0.824955,0.612506,0.779321,0.792860,1.035801,synthetic_smoke_v0,0.877639
mintou_p5,reliability_driven_review,no_feasibility_repair,ablation,3,0.833841,0.595420,0.761881,0.795239,1.170345,synthetic_smoke_v0,0.863762
